PetersTaxonomy	InClements?
Baeopogon_indicator	Clements
Balaeniceps_rex	Clements
Balearica_pavonina	Clements
Bambusicola_fytchii	Clements
Bambusicola_thoracica	No
Bartramia_longicauda	Clements
Baryphthengus_ruficapillus	Clements
Basileuterus_basilicus	No
Basileuterus_belli	Clements
Basileuterus_bivittatus	No
Basileuterus_chrysogaster	No
Basileuterus_cinereicollis	No
Basileuterus_conspicillatus	No
Basileuterus_coronatus	No
Basileuterus_culicivorus	Clements
Basileuterus_flaveolus	No
Basileuterus_fraseri	No
Basileuterus_griseiceps	Clements
Basileuterus_hypoleucus	No
Basileuterus_leucoblepharus	No
Basileuterus_leucophrys	No
Basileuterus_luteoviridis	No
Basileuterus_melanogenys	Clements
Basileuterus_nigrocristatus	No
Basileuterus_rufifrons	Clements
Basileuterus_signatus	No
Basileuterus_trifasciatus	Clements
Basileuterus_tristriatus	Clements
Basilornis_celebensis	Clements
Basilornis_corythaix	Clements
Basilornis_galeatus	Clements
Basilornis_miranda	No
Batara_cinerea	Clements
Bathmocercus_cerviniventris	Clements
Bathmocercus_rufus	Clements
Bathmocercus_winifredae	No
Batis_capensis	Clements
Batis_dimorpha	No
Batis_diops	Clements
Batis_fratrum	Clements
Batis_ituriensis	Clements
Batis_margaritae	Clements
Batis_minima	Clements
Batis_minor	Clements
Batis_minulla	Clements
Batis_mixta	Clements
Batis_molitor	Clements
Batis_orientalis	Clements
Batis_perkeo	Clements
Batis_poensis	Clements
Batis_pririt	Clements
Batis_senegalensis	Clements
Batis_soror	Clements
Batrachostomus_affinis	Clements
Batrachostomus_auritus	Clements
Batrachostomus_harterti	Clements
Batrachostomus_hodgsoni	Clements
Batrachostomus_javensis	Clements
Batrachostomus_moniliger	Clements
Batrachostomus_poliolophus	Clements
Batrachostomus_septimus	Clements
Batrachostomus_stellatus	Clements
Bebrornis_rodericanus	No
Bebrornis_sechellensis	No
Belonopterus_chilensis	No
Berenicornis_albocristatus	No
Berenicornis_comatus	Clements
Berlepschia_rikeri	Clements
Bias_flammulatus	No
Bias_musicus	Clements
Biatas_nigropectus	Clements
Biziura_lobata	Clements
Bleda_canicapilla	No
Bleda_eximia	No
Bleda_syndactyla	No
Blythipicus_pyrrhotis	Clements
Blythipicus_rubiginosus	Clements
Boissonneaua_flavescens	Clements
Boissonneaua_jardini	Clements
Boissonneaua_matthewsii	Clements
Bolbopsittacus_lunulatus	Clements
Bolborhynchus_andicolus	No
Bolborhynchus_ferrugineifrons	Clements
Bolborhynchus_lineola	Clements
Bombycilla_cedrorum	Clements
Bombycilla_garrulus	Clements
Bombycilla_japonica	Clements
Bombylonax_breweri	No
Bonasa_umbellus	Clements
Bostrychia_carunculata	Clements
Bostrychia_hagedash	Clements
Bostrychia_olivacea	Clements
Bostrychia_rara	Clements
Botaurus_lentiginosus	Clements
Botaurus_pinnatus	Clements
Botaurus_poiciloptilus	Clements
Botaurus_stellaris	Clements
Brachygalba_albogularis	Clements
Brachygalba_goeringi	Clements
Brachygalba_lugubris	Clements
Brachygalba_phaeonota	No
Brachygalba_salmoni	Clements
Brachypteracias_leptosomus	Clements
Brachypteracias_squamigera	No
Brachypteryx_calligyna	No
Brachypteryx_hyperythra	Clements
Brachypteryx_leucophrys	Close
Brachypteryx_major	No
Brachypteryx_montana	Clements
Brachypteryx_stellata	Clements
Brachyramphus_brevirostris	Clements
Brachyramphus_craveri	No
Brachyramphus_hypoleucus	No
Brachyramphus_marmoratus	Clements
Bradypterus_accentor	No
Bradypterus_alfredi	Clements
Bradypterus_baboecala	Clements
Bradypterus_barratti	Clements
Bradypterus_carpalis	Clements
Bradypterus_castaneus	No
Bradypterus_caudatus	No
Bradypterus_cinnamomeus	Clements
Bradypterus_grandis	Clements
Bradypterus_graueri	Clements
Bradypterus_luteoventris	No
Bradypterus_major	No
Bradypterus_palliseri	No
Bradypterus_seebohmi	No
Bradypterus_sylvaticus	Clements
Bradypterus_tacsanowskius	No
Bradypterus_thoracicus	No
Bradypterus_victorini	No
Branta_bernicla	Clements
Branta_canadensis	Clements
Branta_leucopsis	Clements
Branta_ruficollis	Clements
Branta_sandvicensis	Clements
Brotogeris_chrysopterus	No
Brotogeris_gustavi	No
Brotogeris_jugularis	Clements
Brotogeris_pyrrhopterus	No
Brotogeris_sanctithomae	Clements
Brotogeris_tirica	Clements
Brotogeris_versicolurus	Clements
Bubalornis_albirostris	Clements
Bubo_africanus	Clements
Bubo_bubo	Clements
Bubo_capensis	Clements
Bubo_coromandus	Clements
Bubo_lacteus	Clements
Bubo_leucostictus	Clements
Bubo_nipalensis	Clements
Bubo_poensis	Clements
Bubo_shelleyi	Clements
Bubo_sumatrana	No
Bubo_virginianus	Clements
Bubulcus_ibis	Clements
Bucco_capensis	Clements
Bucco_macrodactylus	Clements
Bucco_noanamae	Clements
Bucco_tamatia	Clements
Bucephala_albeola	Clements
Bucephala_clangula	Clements
Bucephala_islandica	Clements
Buceros_bicornis	Clements
Buceros_hydrocorax	Clements
Buceros_rhinoceros	Clements
Bucorvus_abyssinicus	Clements
Bucorvus_leadbeateri	Clements
Bugeranus_carunculatus	Clements
Bulweria_bulwerii	Clements
Bulweria_fallax	Clements
Bulweria_macgillivrayi	No
Buphagus_africanus	Clements
Buphagus_erythrorhynchus	No
Burhinus_bistriatus	Clements
Burhinus_capensis	Clements
Burhinus_magnirostris	No
Burhinus_oedicnemus	Clements
Burhinus_senegalensis	Clements
Burhinus_superciliaris	Clements
Burhinus_vermiculatus	Clements
Busarellus_nigricollis	Clements
Butastur_indicus	Clements
Butastur_liventer	Clements
Butastur_rufipennis	Clements
Butastur_teesa	Clements
Buteo_albicaudatus	No
Buteo_albonotatus	Clements
Buteo_auguralis	Clements
Buteo_brachypterus	Clements
Buteo_brachyurus	Clements
Buteo_burmanicus	No
Buteo_buteo	Clements
Buteo_galapagoensis	Clements
Buteo_harlani	No
Buteo_hemilasius	Clements
Buteo_jamaicensis	Clements
Buteo_lagopus	Clements
Buteo_leucorrhous	No
Buteo_lineatus	Clements
Buteo_magnirostris	No
Buteo_oreophilus	Clements
Buteo_platypterus	Clements
Buteo_poecilochrous	No
Buteo_polyosoma	No
Buteo_regalis	Clements
Buteo_ridgwayi	Clements
Buteo_rufinus	Clements
Buteo_rufofuscus	Clements
Buteo_solitarius	Clements
Buteo_swainsoni	Clements
Buteo_ventralis	Clements
Buteo_vulpinus	No
Buteogallus_aequinoctialis	Clements
Buteogallus_anthracinus	Clements
Buteogallus_gundlachii	Clements
Buteogallus_meridionalis	Clements
Buteogallus_subtilis	No
Buteogallus_urubitinga	Clements
Buthraupis_arcaei	No
Buthraupis_aureocincta	No
Buthraupis_edwardsi	No
Buthraupis_eximia	No
Buthraupis_melanochlamys	No
Buthraupis_montana	Clements
Buthraupis_rothschildi	No
Buthraupis_wetmorei	Clements
Butorides_rogersi	No
Butorides_striatus	No
Butorides_sundevalli	No
Butorides_virescens	Clements
Butreron_capellei	No
Bycanistes_brevis	Clements
Bycanistes_bucinator	Clements
Bycanistes_cylindricus	Clements
Bycanistes_subcylindricus	Clements
Cabalus_modestus	No
Cacicus_cela	Clements
Cacicus_chrysonotus	Clements
Cacicus_chrysopterus	Clements
Cacicus_haemorrhous	Clements
Cacicus_holosericeus	No
Cacicus_koepckeae	Clements
Cacicus_leucoramphus	No
Cacicus_melanicterus	No
Cacicus_sclateri	Clements
Cacicus_solitarius	Clements
Cacicus_uropygialis	Clements
Cacomantis_castaneiventris	Clements
Cacomantis_heinrichi	No
Cacomantis_merulinus	Clements
Cacomantis_pyrrophanus	No
Cacomantis_variolosus	Clements
Cairina_moschata	Clements
Cairina_scutulata	No
Calamanthus_campestris	Clements
Calamanthus_fuliginosus	Clements
Calamonastes_fasciolatus	Clements
Calamonastes_simplex	Clements
Calamonastes_stierlingi	Clements
Calamospiza_melanocorys	Clements
Calandrella_acutirostris	Clements
Calandrella_blanfordi	Clements
Calandrella_cinerea	Clements
Calandrella_conirostris	No
Calandrella_fringillaris	No
Calandrella_obbiensis	No
Calandrella_personata	No
Calandrella_raytal	No
Calandrella_razae	No
Calandrella_rufescens	No
Calandrella_sclateri	No
Calandrella_starki	No
Calcarius_lapponicus	Clements
Calcarius_mccownii	No
Calcarius_ornatus	Clements
Calcarius_pictus	Clements
Calherodius_leuconotus	No
Calicalicus_madagascariensis	Clements
Calidris_canutus	Clements
Calidris_tenuirostris	Clements
Caliechthrus_leucolophus	No
Callacanthis_burtoni	Clements
Callaeas_cinerea	No
Callichelidon_cyaneoviridis	No
Callipepla_squamata	Clements
Calliphlox_amethystina	Clements
Callocephalon_fimbriatum	Clements
Callonetta_leucophrys	Clements
Calochaetes_coccineus	Clements
Calocitta_formosa	Clements
Caloenas_nicobarica	Clements
Calonectris_diomedea	Clements
Calonectris_leucomelas	Clements
Caloperdix_oculea	No
Calorhamphus_fuliginosus	No
Calothorax_lucifer	Clements
Calothorax_pulcher	Clements
Calypte_anna	Clements
Calypte_costae	Clements
Calypte_helenae	No
Calyptocichla_serina	No
Calyptomena_hosii	Clements
Calyptomena_viridis	Clements
Calyptomena_whiteheadi	Clements
Calyptophilus_frugivorus	Clements
Calyptorhynchus_baudinii	Clements
Calyptorhynchus_funereus	Clements
Calyptorhynchus_lathami	Clements
Calyptorhynchus_magnificus	No
Calyptura_cristata	Clements
Camarhynchus_crassirostris	No
Camarhynchus_heliobates	Clements
Camarhynchus_pallidus	Clements
Camarhynchus_parvulus	Clements
Camarhynchus_pauper	Clements
Camarhynchus_psittacula	Clements
Camaroptera_brachyura	Clements
Camaroptera_brevicaudata	No
Camaroptera_chloronota	Clements
Camaroptera_harterti	Clements
Camaroptera_superciliaris	Clements
Campephaga_lobata	No
Campephaga_phoenicea	Clements
Campephaga_quiscalina	Clements
Campephilus_imperialis	Clements
Campephilus_magellanicus	Clements
Campephilus_principalis	Clements
Campethera_abingoni	Clements
Campethera_bennettii	Clements
Campethera_cailliautii	Clements
Campethera_caroli	Clements
Campethera_maculosa	Clements
Campethera_nivosa	Clements
Campethera_notata	Clements
Campethera_nubica	Clements
Campethera_permista	No
Campethera_punctuligera	Clements
Campethera_taeniolaema	No
Campethera_tullbergi	Clements
Campochaera_sloetii	Clements
Camptorhynchus_labradorius	Clements
Camptostoma_imberbe	Clements
Camptostoma_obsoletum	Clements
Campylopterus_curvipennis	Clements
Campylopterus_ensipennis	Clements
Campylopterus_falcatus	Clements
Campylopterus_hemileucurus	Clements
Campylopterus_hyperythrus	Clements
Campylopterus_largipennis	Clements
Campylopterus_phainopeplus	Clements
Campylopterus_rufus	Clements
Campylopterus_villaviscensio	Clements
Campylorhamphus_procurvoides	Clements
Campylorhamphus_pucherani	No
Campylorhamphus_pusillus	Clements
Campylorhamphus_trochilirostris	Clements
Campylorhynchus_brunneicapillus	Clements
Campylorhynchus_fasciatus	Clements
Campylorhynchus_griseus	Clements
Campylorhynchus_gularis	Clements
Campylorhynchus_jocosus	Clements
Campylorhynchus_megalopterus	Clements
Campylorhynchus_nuchalis	Clements
Campylorhynchus_rufinucha	Clements
Campylorhynchus_turdinus	Clements
Campylorhynchus_yucatanicus	Clements
Campylorhynchus_zonatus	Clements
Canachites_canadensis	No
Canachites_franklinii	No
Canirallus_oculeus	Clements
Capella_delicata	No
Capella_gallinago	No
Capella_hardwickii	No
Capella_macrodactyla	No
Capella_media	No
Capella_megala	No
Capella_nemoricola	No
Capella_nigripennis	No
Capella_nobilis	No
Capella_paraguaiae	No
Capella_solitaria	No
Capella_stenura	No
Capella_undulata	No
Capito_aurovirens	Clements
Capito_dayi	Clements
Capito_hypoleucus	Clements
Capito_maculicoronatus	Clements
Capito_niger	Clements
Capito_quinticolor	Clements
Capito_squamatus	Clements
Caprimulgus_aegyptius	Clements
Caprimulgus_affinis	Clements
Caprimulgus_asiaticus	Clements
Caprimulgus_batesi	Clements
Caprimulgus_carolinensis	No
Caprimulgus_cayennensis	No
Caprimulgus_concretus	Clements
Caprimulgus_cubanensis	No
Caprimulgus_donaldsoni	Clements
Caprimulgus_enarratus	No
Caprimulgus_europaeus	Clements
Caprimulgus_eximius	Clements
Caprimulgus_hirundinaceus	No
Caprimulgus_indicus	Clements
Caprimulgus_inornatus	Clements
Caprimulgus_longirostris	No
Caprimulgus_ludovicianus	No
Caprimulgus_macrurus	Clements
Caprimulgus_maculicaudus	No
Caprimulgus_maculosus	No
Caprimulgus_madagascariensis	Clements
Caprimulgus_mahrattensis	Clements
Caprimulgus_monticolus	No
Caprimulgus_natalensis	Clements
Caprimulgus_nigrescens	No
Caprimulgus_nubicus	Clements
Caprimulgus_parvulus	No
Caprimulgus_pectoralis	Clements
Caprimulgus_poliocephalus	Clements
Caprimulgus_pulchellus	Clements
Caprimulgus_ridgwayi	No
Caprimulgus_ruficollis	Clements
Caprimulgus_rufigena	Clements
Caprimulgus_rufus	No
Caprimulgus_saturatus	No
Caprimulgus_sericocaudatis	No
Caprimulgus_stellatus	Clements
Caprimulgus_tristigma	Clements
Caprimulgus_vociferus	No
Cardellina_rubrifrons	Clements
Cardinalis_cardinalis	Clements
Cardinalis_phoeniceus	Clements
Cardinalis_sinuatus	Clements
Carduelis_ambigua	No
Carduelis_atrata	No
Carduelis_atriceps	No
Carduelis_barbata	No
Carduelis_carduelis	Clements
Carduelis_chloris	No
Carduelis_crassirostris	No
Carduelis_cucullata	No
Carduelis_dominicensis	No
Carduelis_lawrencei	No
Carduelis_magellanica	No
Carduelis_notata	No
Carduelis_olivacea	No
Carduelis_pinus	No
Carduelis_psaltria	No
Carduelis_siemiradzkii	No
Carduelis_sinica	No
Carduelis_spinescens	No
Carduelis_spinoides	No
Carduelis_spinus	No
Carduelis_tristis	No
Carduelis_uropygialis	No
Carduelis_xanthogastra	No
Carduelis_yarrellii	No
Cariama_cristata	Clements
Carphibis_spinicollis	No
Carpococcyx_radiceus	Clements
Carpococcyx_renauldi	Clements
Carpodacus_cassinii	No
Carpodacus_edwardsii	Clements
Carpodacus_eos	No
Carpodacus_erythrinus	Clements
Carpodacus_mexicanus	No
Carpodacus_nipalensis	No
Carpodacus_pulcherrimus	Clements
Carpodacus_puniceus	Clements
Carpodacus_purpureus	No
Carpodacus_rhodochlamys	Clements
Carpodacus_rhodochrous	No
Carpodacus_rhodopeplus	No
Carpodacus_roborowskii	Clements
Carpodacus_roseus	Clements
Carpodacus_rubescens	No
Carpodacus_rubicilla	Clements
Carpodacus_rubicilloides	Clements
Carpodacus_synoicus	Clements
Carpodacus_thura	Clements
Carpodacus_trifasciatus	Clements
Carpodacus_vinaceus	Clements
Carpodectes_antoniae	Clements
Carpodectes_hopkei	Clements
Carpodectes_nitidus	Clements
Carpornis_cucullatus	No
Carpornis_melanocephalus	No
Caryothraustes_canadensis	Clements
Caryothraustes_humeralis	No
Casarca_cana	No
Casarca_ferruginea	No
Casarca_tadornoides	No
Casarca_variegata	No
Casiornis_fusca	No
Casiornis_rufa	No
Casmerodius_albus	No
Cassinaetus_africanus	No
Casuarius_bennetti	Clements
Casuarius_bicarunculatus	No
Casuarius_casuarius	Clements
Casuarius_hagenbecki	No
Casuarius_jamrachi	No
Casuarius_unappendiculatus	Clements
Catamblyrhynchus_diadema	Clements
Catamenia_analis	Clements
Catamenia_homochroa	Clements
Catamenia_inornata	Clements
Catamenia_oreophila	No
Cataponera_turdoides	Clements
Catharacta_skua	No
Catharopeza_bishopi	Clements
Cathartes_aura	Clements
Cathartes_burrovianus	Clements
Cathartes_melambrotus	Clements
Cathartes_urubitinga	No
Catharus_aurantiirostris	Clements
Catharus_dryas	Clements
Catharus_fuscater	Clements
Catharus_fuscescens	Clements
Catharus_gracilirostris	Clements
Catharus_guttatus	Clements
Catharus_mexicanus	Clements
Catharus_minimus	Clements
Catharus_occidentalis	Clements
Catharus_ustulatus	Clements
Catoptrophorus_semipalmatus	No
Catreus_wallichii	Clements
Cecropis_abyssinica	Clements
Cecropis_cucullata	Clements
Cecropis_daurica	Clements
Cecropis_semirufa	Clements
Cecropis_senegalensis	Clements
Cecropis_striolata	Clements
Celeus_castaneus	Clements
Celeus_elegans	Clements
Celeus_flavescens	Clements
Celeus_flavus	Clements
Celeus_grammicus	Clements
Celeus_immaculatus	No
Celeus_jumana	No
Celeus_loricatus	Clements
Celeus_spectabilis	Clements
Celeus_torquatus	Clements
Celeus_undatus	Clements
Centrocercus_urophasianus	Clements
Centropelma_micropterum	No
Centropus_anselli	Clements
Centropus_ateralbus	Clements
Centropus_bengalensis	Clements
Centropus_bernsteini	Clements
Centropus_celebensis	Clements
Centropus_chalybeus	Clements
Centropus_chlororhynchus	Close
Centropus_epomidis	No
Centropus_goliath	Clements
Centropus_grillii	Clements
Centropus_leucogaster	Clements
Centropus_melanops	Clements
Centropus_menbeki	Clements
Centropus_milo	Clements
Centropus_monachus	Clements
Centropus_nigrorufus	Clements
Centropus_phasianinus	Clements
Centropus_rectunguis	Clements
Centropus_senegalensis	Clements
Centropus_sinensis	Clements
Centropus_spilopterus	No
Centropus_steerii	Clements
Centropus_superciliosus	Clements
Centropus_toulou	Clements
Centropus_unirufus	Clements
Centropus_violaceus	Clements
Centropus_viridis	Clements
Cephalopterus_glabricollis	Clements
Cephalopterus_ornatus	Clements
Cephalopterus_penduliger	Clements
Cephalopyrus_flammiceps	Clements
Cepphus_carbo	Clements
Cepphus_columba	Clements
Cepphus_grylle	Clements
Ceratogymna_atrata	Clements
Ceratogymna_elata	Clements
Cercibis_oxycerca	Clements
Cercococcyx_mechowi	Clements
Cercococcyx_montanus	Clements
Cercococcyx_olivinus	Clements
Cercomacra_brasiliana	Clements
Cercomacra_carbonaria	Clements
Cercomacra_cinerascens	Clements
Cercomacra_ferdinandi	Clements
Cercomacra_melanaria	Clements
Cercomacra_nigrescens	No
Cercomacra_nigricans	Clements
Cercomacra_serva	No
Cercomacra_tyrannina	No
Cercomela_dubia	No
Cercomela_familiaris	No
Cercomela_fusca	No
Cercomela_melanura	No
Cercomela_schlegelii	No
Cercomela_scotocerca	No
Cercomela_sinuata	No
Cercomela_sordida	No
Cercomela_tractrac	No
Cercotrichas_podobe	Clements
Cereopsis_novaehollandiae	Clements
Cereopsis_novaehollandiae	Clements
Cerorhinca_monocerata	Clements
Certhia_brachydactyla	Clements
Certhia_discolor	Clements
Certhia_familiaris	Clements
Certhia_himalayana	Clements
Certhia_nipalensis	Clements
Certhiaxis_cinnamomea	No
Certhiaxis_mustelina	No
Certhidea_olivacea	Clements
Certhilauda_albescens	No
Certhilauda_albofasciata	No
Certhilauda_curvirostris	Clements
Certhionyx_niger	No
Certhionyx_variegatus	Clements
Ceryle_alcyon	No
Ceryle_lugubris	No
Ceryle_maxima	No
Ceryle_rudis	Clements
Ceryle_torquata	No
Cettia_annae	No
Cettia_brunnifrons	Clements
Cettia_cetti	Clements
Cettia_diphone	No
Cettia_flavolivacea	No
Cettia_fortipes	No
Cettia_major	Clements
Cettia_parens	No
Cettia_robustipes	No
Cettia_ruficapilla	No
Cettia_vulcania	No
Ceuthmochares_aereus	Clements
Ceyx_argentatus	Clements
Ceyx_azureus	Clements
Ceyx_cyanopectus	Clements
Ceyx_erithacus	No
Ceyx_fallax	Clements
Ceyx_goodfellowi	No
Ceyx_lepidus	Clements
Ceyx_melanurus	Clements
Ceyx_pusillus	Clements
Ceyx_rufidorsum	No
Ceyx_websteri	Clements
Chaetocercus_jourdanii	Clements
Chaetops_frenatus	Clements
Chaetoptila_angustipluma	Clements
Chaetorhynchus_papuensis	Clements
Chaetornis_striatus	No
Chaetura_andrei	No
Chaetura_brachyura	Clements
Chaetura_chapmani	Clements
Chaetura_cinereiventris	Clements
Chaetura_gaumeri	No
Chaetura_leucopygialis	No
Chaetura_martinica	Clements
Chaetura_melanopygia	No
Chaetura_nubicola	No
