GenBankID,GB_Nucleotide_Seqs,GenBank_Name,GenBank_Group,EBirdClements_Names,Ebird_Group,Clements_Order,Clements_Family,Reconciliation,IUCN_Status
644980,14,Clibanornis_dendrocolaptoides,species,Clibanornis_dendrocolaptoides,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),,Near Threatened
329514,11,Hylocryptus_erythrocephalus,species,Clibanornis_erythrocephalus,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),taxonomy,Near Threatened
1094410,12,Hylocryptus_rectirostris,species,Clibanornis_rectirostris,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),taxonomy,Least Concern
700770,21,Automolus_rubiginosus,species,Clibanornis_rubiginosus,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),taxonomy,Least Concern
1094247,0,Automolus_rufipectus,species,Clibanornis_rufipectus,species,Passeriformes,Furnariidae (Ovenbirds and Woodcreepers),taxonomy,Vulnerable
N/A,N/A,N/A,N/A,Climacteris_affinis,species,Passeriformes,Climacteridae (Australasian Treecreepers),,Least Concern
254447,29,Climacteris_erythrops,species,Climacteris_erythrops,species,Passeriformes,Climacteridae (Australasian Treecreepers),,Least Concern
1763894,0,Climacteris_melanurus,species,Climacteris_melanurus,species,Passeriformes,Climacteridae (Australasian Treecreepers),,Least Concern
175000,84,Climacteris_picumnus,species,Climacteris_picumnus,species,Passeriformes,Climacteridae (Australasian Treecreepers),,Least Concern
47695,45,Climacteris_rufus,species,Climacteris_rufus,species,Passeriformes,Climacteridae (Australasian Treecreepers),,Least Concern
342394,8,Clytoceyx_rex,species,Clytoceyx_rex,species,Coraciiformes,Alcedinidae (Kingfishers),,Least Concern
N/A,N/A,N/A,N/A,Clytoctantes_alixii,species,Passeriformes,Thamnophilidae (Typical Antbirds),,Endangered
N/A,N/A,N/A,N/A,Clytoctantes_atrogularis,species,Passeriformes,Thamnophilidae (Typical Antbirds),,Vulnerable
1109033,8,Clytolaema_rubricauda,species,Clytolaema_rubricauda,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
720581,40,Clytomyias_insignis,species,Clytomyias_insignis,species,Passeriformes,Maluridae (Fairywrens),,Least Concern
338449,12,Clytorhynchus_hamlini,species,Clytorhynchus_hamlini,species,Passeriformes,Monarchidae (Monarch Flycatchers),,Near Threatened
1576537,14,Clytorhynchus_nigrogularis,species,Clytorhynchus_nigrogularis,species,Passeriformes,Monarchidae (Monarch Flycatchers),,Near Threatened
338450,14,Clytorhynchus_pachycephaloides,species,Clytorhynchus_pachycephaloides,species,Passeriformes,Monarchidae (Monarch Flycatchers),,Least Concern
N/A,N/A,N/A,N/A,Clytorhynchus_sanctaecrucis,species,Passeriformes,Monarchidae (Monarch Flycatchers),,Endangered
1576538,42,Clytorhynchus_vitiensis,species,Clytorhynchus_vitiensis,species,Passeriformes,Monarchidae (Monarch Flycatchers),,Least Concern
247526,2,Clytospiza_monteiri,species,Clytospiza_monteiri,species,Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
495228,8,Cnemarchus_erythropygius,species,Cnemarchus_erythropygius,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
548504,4,Buthraupis_aureodorsalis,species,Cnemathraupis_aureodorsalis,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy,Endangered
548503,22,Buthraupis_eximia,species,Cnemathraupis_eximia,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy,Least Concern
254448,28,Cnemophilus_loriae,species,Cnemophilus_loriae,species,Passeriformes,Cnemophilidae (Satinbirds),,Least Concern
108823,2,Cnemophilus_macgregorii,species,Cnemophilus_macgregorii,species,Passeriformes,Cnemophilidae (Satinbirds),,Least Concern
62179,7,Cnemoscopus_rubrirostris,species,Cnemoscopus_rubrirostris,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
183540,69,Cnemotriccus_fuscatus,species,Cnemotriccus_fuscatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
360218,14,Cnipodectes_subbrunneus,species,Cnipodectes_subbrunneus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
N/A,N/A,N/A,N/A,Cnipodectes_superrufus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Vulnerable
N/A,N/A,N/A,N/A,Coccopygia_bocagei,species,Passeriformes,Estrildidae (Waxbills and Allies),,Least Concern
247661,3,Estrilda_melanotis,species,Coccopygia_melanotis,species,Passeriformes,Estrildidae (Waxbills and Allies),taxonomy,Least Concern
247660,0,Estrilda_quartinia,species,Coccopygia_quartinia,species,Passeriformes,Estrildidae (Waxbills and Allies),taxonomy,Least Concern
N/A,N/A,N/A,N/A,Coccothraustes_abeillei,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,Least Concern
37609,377,Coccothraustes_coccothraustes,species,Coccothraustes_coccothraustes,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,Least Concern
670343,35,Hesperiphona_vespertina,species,Coccothraustes_vespertinus,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",taxonomy,Vulnerable
555236,3,Coccyzus_cinereus,species,Coccycua_cinerea,species,Cuculiformes,Cuculidae (Cuckoos),taxonomy,Least Concern
121399,5,Piaya_minuta,species,Coccycua_minuta,species,Cuculiformes,Cuculidae (Cuckoos),taxonomy,Least Concern
1118526,3,Coccycua_minuta,species,Coccycua_minuta,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
N/A,N/A,N/A,N/A,Coccycua_pumila,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
33603,65,Coccyzus_americanus,species,Coccyzus_americanus,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
154043,3,Coccyzus_americanus_americanus,subspecies,Coccyzus_americanus,species,Cuculiformes,Cuculidae (Cuckoos),split,Least Concern
154044,24,Coccyzus_americanus_occidentalis,subspecies,Coccyzus_americanus,species,Cuculiformes,Cuculidae (Cuckoos),split,Least Concern
33604,12,Coccyzus_erythropthalmus,species,Coccyzus_erythropthalmus,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
1577967,1,Coccyzus_euleri,species,Coccyzus_euleri,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
N/A,N/A,N/A,N/A,Coccyzus_ferrugineus,species,Cuculiformes,Cuculidae (Cuckoos),,Vulnerable
N/A,N/A,N/A,N/A,Coccyzus_lansbergi,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
181024,3,Saurothera_longirostris,species,Coccyzus_longirostris,species,Cuculiformes,Cuculidae (Cuckoos),taxonomy,Least Concern
121390,14,Coccyzus_melacoryphus,species,Coccyzus_melacoryphus,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
181023,1,Saurothera_merlini,species,Coccyzus_merlini,species,Cuculiformes,Cuculidae (Cuckoos),taxonomy,Least Concern
181026,4,Coccyzus_minor,species,Coccyzus_minor,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
N/A,N/A,N/A,N/A,Coccyzus_pluvialis,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
N/A,N/A,N/A,N/A,Coccyzus_rufigularis,species,Cuculiformes,Cuculidae (Cuckoos),,Endangered
181025,1,Saurothera_vetula,species,Coccyzus_vetula,species,Cuculiformes,Cuculidae (Cuckoos),taxonomy,Least Concern
181081,1,Saurothera_vielloti,species,Coccyzus_vieilloti,species,Cuculiformes,Cuculidae (Cuckoos),taxonomy,Least Concern
110676,59,Cochlearius_cochlearius,species,Cochlearius_cochlearius,species,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",,Least Concern
N/A,N/A,N/A,N/A,Cochoa_azurea,species,Passeriformes,Turdidae (Thrushes and Allies),,Vulnerable
N/A,N/A,N/A,N/A,Cochoa_beccarii,species,Passeriformes,Turdidae (Thrushes and Allies),,Vulnerable
563837,5,Cochoa_purpurea,species,Cochoa_purpurea,species,Passeriformes,Turdidae (Thrushes and Allies),,Least Concern
311360,10,Cochoa_viridis,species,Cochoa_viridis,species,Passeriformes,Turdidae (Thrushes and Allies),,Least Concern
673902,22,Coeligena_bonapartei,species,Coeligena_bonapartei,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
56650,173,Coeligena_coeligena,species,Coeligena_coeligena,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
673903,15,Coeligena_helianthea,species,Coeligena_helianthea,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
56651,28,Coeligena_iris,species,Coeligena_iris,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
472796,24,Coeligena_lutetiae,species,Coeligena_lutetiae,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
673904,27,Coeligena_orina,species,Coeligena_orina,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Endangered
673905,10,Coeligena_phalerata,species,Coeligena_phalerata,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Near Threatened
673906,16,Coeligena_prunellei,species,Coeligena_prunellei,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Vulnerable
170862,169,Coeligena_torquata,species,Coeligena_torquata,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
304610,26,Coeligena_violifer,species,Coeligena_violifer,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
304611,16,Coeligena_wilsoni,species,Coeligena_wilsoni,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
425631,57,Coenocorypha_aucklandica,species,Coenocorypha_aucklandica,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),,Near Threatened
N/A,N/A,N/A,N/A,Coenocorypha_barrierensis,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),,Extinct
685735,84,Coenocorypha_aucklandica_huegeli,subspecies,Coenocorypha_huegeli,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),split,Near Threatened
N/A,N/A,N/A,N/A,Coenocorypha_iredalei,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),,Extinct
685734,77,Coenocorypha_pusilla,species,Coenocorypha_pusilla,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),,Vulnerable
87177,1162,Coereba_flaveola,species,Coereba_flaveola,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
121134,12,Colaptes_atricollis,species,Colaptes_atricollis,species,Piciformes,Picidae (Woodpeckers),,Least Concern
51355,78,Colaptes_auratus,species,Colaptes_auratus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
880807,8,Colaptes_auricularis,species,Colaptes_auricularis,species,Piciformes,Picidae (Woodpeckers),,Least Concern
555237,17,Colaptes_campestris,species,Colaptes_campestris,species,Piciformes,Picidae (Woodpeckers),,Least Concern
1734471,12,Colaptes_chrysoides,species,Colaptes_chrysoides,species,Piciformes,Picidae (Woodpeckers),,Least Concern
880806,3,Colaptes_fernandinae,species,Colaptes_fernandinae,species,Piciformes,Picidae (Woodpeckers),,Vulnerable
367944,45,Colaptes_melanochloros,species,Colaptes_melanochloros,species,Piciformes,Picidae (Woodpeckers),,Least Concern
N/A,N/A,N/A,N/A,Colaptes_oceanicus,species,Piciformes,Picidae (Woodpeckers),,Extinct
555238,16,Colaptes_pitius,species,Colaptes_pitius,species,Piciformes,Picidae (Woodpeckers),,Least Concern
381865,18,Colaptes_punctigula,species,Colaptes_punctigula,species,Piciformes,Picidae (Woodpeckers),,Least Concern
121136,24,Colaptes_rivolii,species,Colaptes_rivolii,species,Piciformes,Picidae (Woodpeckers),,Least Concern
51361,33,Colaptes_rubiginosus,species,Colaptes_rubiginosus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
9222,18,Colaptes_rupicola,species,Colaptes_rupicola,species,Piciformes,Picidae (Woodpeckers),,Least Concern
214663,1523,Colibri_coruscans,species,Colibri_coruscans,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
N/A,N/A,N/A,N/A,Colibri_cyanotus,species,Caprimulgiformes,Trochilidae (Hummingbirds),,NoBLIname
472797,8,Colibri_delphinae,species,Colibri_delphinae,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
689210,6,Colibri_serrirostris,species,Colibri_serrirostris,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
472798,195,Colibri_thalassinus,species,Colibri_thalassinus,species,Caprimulgiformes,Trochilidae (Hummingbirds),,Least Concern
114915,98,Colinus_cristatus,species,Colinus_cristatus,species,Galliformes,Odontophoridae (New World Quail),,Least Concern
1355937,17,Colinus_nigrogularis,species,Colinus_nigrogularis,species,Galliformes,Odontophoridae (New World Quail),,Least Concern
9014,2060,Colinus_virginianus,species,Colinus_virginianus,species,Galliformes,Odontophoridae (New World Quail),,Near Threatened
N/A,N/A,N/A,N/A,Colius_castanotus,species,Coliiformes,Coliidae (Mousebirds),,Least Concern
57410,74,Colius_colius,species,Colius_colius,species,Coliiformes,Coliidae (Mousebirds),,Least Concern
57411,2,Colius_leucocephalus,species,Colius_leucocephalus,species,Coliiformes,Coliidae (Mousebirds),,Least Concern
57412,86108,Colius_striatus,species,Colius_striatus,species,Coliiformes,Coliidae (Mousebirds),,Least Concern
2336747,0,Collocalia_affinis,species,Collocalia_affinis,species,Caprimulgiformes,Apodidae (Swifts),,NoBLIname
465450,5,Collocalia_dodgei,species,Collocalia_dodgei,species,Caprimulgiformes,Apodidae (Swifts),,NoBLIname
46490,63,Collocalia_esculenta,species,Collocalia_esculenta,species,Caprimulgiformes,Apodidae (Swifts),,Least Concern
N/A,N/A,N/A,N/A,Collocalia_isonota,species,Caprimulgiformes,Apodidae (Swifts),,NoBLIname
46495,27,Collocalia_linchi,species,Collocalia_linchi,species,Caprimulgiformes,Apodidae (Swifts),,Least Concern
1118527,3,Collocalia_marginata,species,Collocalia_marginata,species,Caprimulgiformes,Apodidae (Swifts),,NoBLIname
1546132,3,Collocalia_esculenta_natalis,subspecies,Collocalia_natalis,species,Caprimulgiformes,Apodidae (Swifts),split,NoBLIname
N/A,N/A,N/A,N/A,Collocalia_neglecta,species,Caprimulgiformes,Apodidae (Swifts),,NoBLIname
N/A,N/A,N/A,N/A,Collocalia_sumbawae,species,Caprimulgiformes,Apodidae (Swifts),,NoBLIname
46496,7,Collocalia_troglodytes,species,Collocalia_troglodytes,species,Caprimulgiformes,Apodidae (Swifts),,Least Concern
2182462,0,Collocalia_uropygialis,species,Collocalia_uropygialis,species,Caprimulgiformes,Apodidae (Swifts),,NoBLIname
675632,6,Colluricincla_boweri,species,Colluricincla_boweri,species,Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
254449,542,Colluricincla_harmonica,species,Colluricincla_harmonica,species,Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
156160,848,Colluricincla_megarhyncha,species,Colluricincla_megarhyncha,species,Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
461231,6,Colluricincla_tenebrosa,species,Colluricincla_tenebrosa,species,Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
461217,10,Colluricincla_woodwardi,species,Colluricincla_woodwardi,species,Passeriformes,Pachycephalidae (Whistlers and Allies),,Least Concern
360212,34,Colonia_colonus,species,Colonia_colonus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
555240,11,Colorhamphus_parvirostris,species,Colorhamphus_parvirostris,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
N/A,N/A,N/A,N/A,Columba_albinucha,species,Columbiformes,Columbidae (Pigeons and Doves),,Near Threatened
N/A,N/A,N/A,N/A,Columba_albitorques,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
N/A,N/A,N/A,N/A,Columba_argentina,species,Columbiformes,Columbidae (Pigeons and Doves),,Critically Endangered
177141,11,Columba_arquatrix,species,Columba_arquatrix,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
286717,23,Columba_bollii,species,Columba_bollii,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
N/A,N/A,N/A,N/A,Columba_delegorguei,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
1616660,16,Columba_elphinstonii,species,Columba_elphinstonii,species,Columbiformes,Columbidae (Pigeons and Doves),,Vulnerable
N/A,N/A,N/A,N/A,Columba_eversmanni,species,Columbiformes,Columbidae (Pigeons and Doves),,Vulnerable
135627,13,Columba_guinea,species,Columba_guinea,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
1463793,5,Columba_hodgsonii,species,Columba_hodgsonii,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
1674965,4,Columba_iriditorques,species,Columba_iriditorques,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
337444,43,Columba_janthina,species,Columba_janthina,species,Columbiformes,Columbidae (Pigeons and Doves),,Near Threatened
1914393,2,Columba_jouyi,species,Columba_jouyi,species,Columbiformes,Columbidae (Pigeons and Doves),,Extinct
286718,14,Columba_junoniae,species,Columba_junoniae,species,Columbiformes,Columbidae (Pigeons and Doves),,Near Threatened
1804667,0,Aplopelia_larvata,species,Columba_larvata,species,Columbiformes,Columbidae (Pigeons and Doves),taxonomy,Least Concern
471126,0,Columba_leucomela,species,Columba_leucomela,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
1463807,3,Columba_leuconota,species,Columba_leuconota,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
8932,72877,Columba_livia,species,Columba_livia,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
1892168,2,Columba_malherbii,species,Columba_malherbii,species,Columbiformes,Columbidae (Pigeons and Doves),,Near Threatened
160229,12,Columba_oenas,species,Columba_oenas,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
N/A,N/A,N/A,N/A,Columba_oliviae,species,Columbiformes,Columbidae (Pigeons and Doves),,Data Deficient
N/A,N/A,N/A,N/A,Columba_pallidiceps,species,Columbiformes,Columbidae (Pigeons and Doves),,Vulnerable
N/A,N/A,N/A,N/A,Columba_palumboides,species,Columbiformes,Columbidae (Pigeons and Doves),,Near Threatened
8934,326,Columba_palumbus,species,Columba_palumbus,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
N/A,N/A,N/A,N/A,Columba_pollenii,species,Columbiformes,Columbidae (Pigeons and Doves),,Near Threatened
177143,7,Columba_pulchricollis,species,Columba_pulchricollis,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
N/A,N/A,N/A,N/A,Columba_punicea,species,Columbiformes,Columbidae (Pigeons and Doves),,Vulnerable
126356,21,Columba_rupestris,species,Columba_rupestris,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
2485978,0,Columba_sjostedti,species,Columba_sjostedti,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
N/A,N/A,N/A,N/A,Columba_thiriouxi,species,Columbiformes,Columbidae (Pigeons and Doves),,Extinct
2575907,3,Columba_thomensis,species,Columba_thomensis,species,Columbiformes,Columbidae (Pigeons and Doves),,Endangered
N/A,N/A,N/A,N/A,Columba_torringtoniae,species,Columbiformes,Columbidae (Pigeons and Doves),,Vulnerable
417746,11,Columba_trocaz,species,Columba_trocaz,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
N/A,N/A,N/A,N/A,Columba_unicincta,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
N/A,N/A,N/A,N/A,Columba_versicolor,species,Columbiformes,Columbidae (Pigeons and Doves),,Extinct
796397,5,Columba_vitiensis,species,Columba_vitiensis,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
580600,6,Columbina_buckleyi,species,Columbina_buckleyi,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
187109,40,Columbina_cruziana,species,Columbina_cruziana,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
N/A,N/A,N/A,N/A,Columbina_cyanopis,species,Columbiformes,Columbidae (Pigeons and Doves),,Critically Endangered
115616,21,Columbina_inca,species,Columbina_inca,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
115617,12,Columbina_minuta,species,Columbina_minuta,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
111974,129,Columbina_passerina,species,Columbina_passerina,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
115618,24,Columbina_picui,species,Columbina_picui,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
115699,21,Scardafella_squammata,species,Columbina_squammata,species,Columbiformes,Columbidae (Pigeons and Doves),taxonomy,Least Concern
504887,33,Columbina_talpacoti,species,Columbina_talpacoti,species,Columbiformes,Columbidae (Pigeons and Doves),,Least Concern
1109035,3,Compsothraupis_loricata,species,Compsothraupis_loricata,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
114291,13,Conioptilon_mcilhennyi,species,Conioptilon_mcilhennyi,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
194935,4,Conirostrum_albifrons,species,Conirostrum_albifrons,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
182930,8,Conirostrum_bicolor,species,Conirostrum_bicolor,species,Passeriformes,Thraupidae (Tanagers and Allies),,Near Threatened
62231,6,Oreomanes_fraseri,species,Conirostrum_binghami,species,Passeriformes,Thraupidae (Tanagers and Allies),taxonomy,Near Threatened
1226178,267,Conirostrum_cinereum,species,Conirostrum_cinereum,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
1226179,6,Conirostrum_ferrugineiventre,species,Conirostrum_ferrugineiventre,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
1226180,2,Conirostrum_leucogenys,species,Conirostrum_leucogenys,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
547940,6,Conirostrum_margaritae,species,Conirostrum_margaritae,species,Passeriformes,Thraupidae (Tanagers and Allies),,Vulnerable
1226181,1,Conirostrum_rufum,species,Conirostrum_rufum,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
182923,5,Conirostrum_sitticolor,species,Conirostrum_sitticolor,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
200156,8,Conirostrum_speciosum,species,Conirostrum_speciosum,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
1226182,2,Conirostrum_tamarugense,species,Conirostrum_tamarugense,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
1118529,3,Conopias_albovittatus,species,Conopias_albovittatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
N/A,N/A,N/A,N/A,Conopias_cinchoneti,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Vulnerable
1118530,3,Conopias_parvus,species,Conopias_parvus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
N/A,N/A,N/A,N/A,Conopias_trivirgatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
254450,19,Conopophaga_ardesiaca,species,Conopophaga_ardesiaca,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
237657,63,Conopophaga_aurita,species,Conopophaga_aurita,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
1521545,21,Conopophaga_castaneiceps,species,Conopophaga_castaneiceps,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
1521546,12,Conopophaga_cearae,species,Conopophaga_cearae,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
137518,467,Conopophaga_lineata,species,Conopophaga_lineata,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
1118531,11,Conopophaga_melanogaster,species,Conopophaga_melanogaster,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
1109036,77,Conopophaga_melanops,species,Conopophaga_melanops,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
123374,19,Conopophaga_peruviana,species,Conopophaga_peruviana,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
1109037,17,Conopophaga_roberti,species,Conopophaga_roberti,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
266346,4,Conopophila_albogularis,species,Conopophila_albogularis,species,Passeriformes,Meliphagidae (Honeyeaters),,Least Concern
266347,5,Conopophila_rufogularis,species,Conopophila_rufogularis,species,Passeriformes,Meliphagidae (Honeyeaters),,Least Concern
1930946,2,Conopophila_whitei,species,Conopophila_whitei,species,Passeriformes,Meliphagidae (Honeyeaters),,Least Concern
1071682,27,Conostoma_aemodium,species,Conostoma_aemodium,species,Passeriformes,"Sylviidae (Sylviid Warblers, Parrotbills, and Allies)",,Least Concern
N/A,N/A,N/A,N/A,Conothraupis_mesoleuca,species,Passeriformes,Thraupidae (Tanagers and Allies),,Endangered
62181,6,Conothraupis_speculigera,species,Conothraupis_speculigera,species,Passeriformes,Thraupidae (Tanagers and Allies),,Near Threatened
N/A,N/A,N/A,N/A,Contopus_albogularis,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
2338454,6,Contopus_caribaeus,species,Contopus_caribaeus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
456368,15,Contopus_cinereus,species,Contopus_cinereus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
183521,18,Contopus_cooperi,species,Contopus_cooperi,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Near Threatened
555241,10,Contopus_fumigatus,species,Contopus_fumigatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
2338455,6,Contopus_hispaniolensis,species,Contopus_hispaniolensis,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
200366,7,Contopus_latirostris,species,Contopus_latirostris,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
2338456,4,Contopus_lugubris,species,Contopus_lugubris,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
1118532,15,Contopus_nigrescens,species,Contopus_nigrescens,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
2338501,6,Contopus_ochraceus,species,Contopus_ochraceus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
N/A,N/A,N/A,N/A,Contopus_pallidus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
864763,7,Contopus_pertinax,species,Contopus_pertinax,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
183522,26,Contopus_sordidulus,species,Contopus_sordidulus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
183524,14,Contopus_virens,species,Contopus_virens,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
867394,4,Conuropsis_carolinensis,species,Conuropsis_carolinensis,species,Psittaciformes,Psittacidae (New World and African Parrots),,Extinct
N/A,N/A,N/A,N/A,Copsychus_albiventris,species,Passeriformes,Muscicapidae (Old World Flycatchers),,Least Concern
125863,34,Copsychus_albospecularis,species,Copsychus_albospecularis,species,Passeriformes,Muscicapidae (Old World Flycatchers),,Least Concern
797017,1,Kittacincla_cebuensis,species,Copsychus_cebuensis,species,Passeriformes,Muscicapidae (Old World Flycatchers),taxonomy,Endangered
758466,9,Saxicoloides_fulicatus,species,Copsychus_fulicatus,species,Passeriformes,Muscicapidae (Old World Flycatchers),taxonomy,Least Concern
512571,131,Kittacincla_luzoniensis,species,Copsychus_luzoniensis,species,Passeriformes,Muscicapidae (Old World Flycatchers),taxonomy,Least Concern
1948888,75,Kittacincla_malabarica,species,Copsychus_malabaricus,species,Passeriformes,Muscicapidae (Old World Flycatchers),taxonomy,Least Concern
1454392,1,Copsychus_mindanensis,species,Copsychus_mindanensis,species,Passeriformes,Muscicapidae (Old World Flycatchers),,Least Concern
1454405,2,Copsychus_mindanensis_deuteronymus,subspecies,Copsychus_mindanensis,species,Passeriformes,Muscicapidae (Old World Flycatchers),split,Least Concern
