GenBankID,GB_Nucleotide_Seqs,GenBank_Name,GenBank_Group,EBirdClements_Names,Ebird_Group,Clements_Order,Clements_Family,Reconciliation,IUCN_Status
N/A,N/A,N/A,N/A,Phylloscopus_inornatus,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
56436,34,Abrornis_inornata,species,Phylloscopus_inornatus,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
274620,12,Phylloscopus_davisoni,species,Phylloscopus_intensior,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
274603,22,Seicercus_affinis,species,Phylloscopus_intermedius,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
282068,21,Abrornis_kansuensis,species,Phylloscopus_kansuensis,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
98118,5,Phylloscopus_laetus,species,Phylloscopus_laetus,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
1002881,7,Phylloscopus_laurae,species,Phylloscopus_laurae,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
56432,14,Abrornis_maculipennis,species,Phylloscopus_maculipennis,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
2163029,8,Seicercus_maforensis,species,Phylloscopus_maforensis,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
56439,20,Phylloscopus_magnirostris,species,Phylloscopus_magnirostris,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
2163030,3,Seicercus_makirensis,species,Phylloscopus_makirensis,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,NoBLIname
298990,15,Seicercus_montis,species,Phylloscopus_montis,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
2163031,4,Phylloscopus_neglectus,species,Phylloscopus_neglectus,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
48152,18,Phylloscopus_nitidus,species,Phylloscopus_nitidus,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
47980,33,Phylloscopus_occipitalis,species,Phylloscopus_occipitalis,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
947499,213,Phylloscopus_occisinensis,species,Phylloscopus_occisinensis,species,Passeriformes,Phylloscopidae (Leaf Warblers),,NoBLIname
310060,1,Phylloscopus_ogilviegranti,species,Phylloscopus_ogilviegranti,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
573050,23,Phylloscopus_olivaceus,species,Phylloscopus_olivaceus,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
274628,27,Seicercus_omeiensis,species,Phylloscopus_omeiensis,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
322144,17,Phylloscopus_orientalis,species,Phylloscopus_orientalis,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
56441,54,Phylloscopus_plumbeitarsus,species,Phylloscopus_plumbeitarsus,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
298994,53,Seicercus_poliogenys,species,Phylloscopus_poliogenys,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
287175,8,Phylloscopus_presbytes,species,Phylloscopus_presbytes,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
56435,47,Abrornis_proregulus,species,Phylloscopus_proregulus,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
56434,82,Phylloscopus_pulcher,species,Phylloscopus_pulcher,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
56437,18,Phylloscopus_reguloides,species,Phylloscopus_reguloides,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
274605,21,Phylloscopus_ricketti,species,Phylloscopus_ricketti,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
N/A,N/A,N/A,N/A,Phylloscopus_rotiensis,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Near Threatened
298981,8,Phylloscopus_ruficapilla,species,Phylloscopus_ruficapilla,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
287176,8,Seicercus_sarasinorum,species,Phylloscopus_sarasinorum,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
56429,23,Phylloscopus_schwarzi,species,Phylloscopus_schwarzi,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
2585818,1,Rhadina_sibilatrix,species,Phylloscopus_sibilatrix,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
48153,268,Phylloscopus_sibilatrix,species,Phylloscopus_sibilatrix,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
52912,33,Phylloscopus_sindianus,species,Phylloscopus_sindianus,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
274629,34,Seicercus_soror,species,Phylloscopus_soror,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
2697555,1,Phylloscopus_sp._1_GLee-2020,species,Phylloscopus_sp.,species,Passeriformes,Phylloscopidae (Leaf Warblers),new,NoBLIname
2697556,3,Phylloscopus_sp._2_GLee-2020,species,Phylloscopus_sp.,species,Passeriformes,Phylloscopidae (Leaf Warblers),new,NoBLIname
565569,23,Phylloscopus_subaffinis,species,Phylloscopus_subaffinis,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
1464036,5,Phylloscopus_subviridis,species,Phylloscopus_subviridis,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
56440,51,Seicercus_tenellipes,species,Phylloscopus_tenellipes,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
274624,30,Seicercus_tephrocephalus,species,Phylloscopus_tephrocephalus,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
163863,44,Phylloscopus_trivirgatus,species,Phylloscopus_trivirgatus,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
48154,31,Phylloscopus_trochiloides,species,Phylloscopus_trochiloides,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
9182,1767,Phylloscopus_trochilus,species,Phylloscopus_trochilus,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Least Concern
163862,8,Phylloscopus_tytleri,species,Phylloscopus_tytleri,species,Passeriformes,Phylloscopidae (Leaf Warblers),,Near Threatened
298983,11,Seicercus_umbrovirens,species,Phylloscopus_umbrovirens,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
274623,51,Seicercus_valentini,species,Phylloscopus_valentini,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
274622,20,Seicercus_whistleri,species,Phylloscopus_whistleri,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
433639,21,Seicercus_xanthodryas,species,Phylloscopus_xanthodryas,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
298996,13,Seicercus_xanthoschistos,species,Phylloscopus_xanthoschistos,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
282069,25,Abrornis_yunnanensis,species,Phylloscopus_yunnanensis,species,Passeriformes,Phylloscopidae (Leaf Warblers),taxonomy,Least Concern
1506504,4,Phytotoma_raimondii,species,Phytotoma_raimondii,species,Passeriformes,Cotingidae (Cotingas),,Vulnerable
357725,11,Phytotoma_rara,species,Phytotoma_rara,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
137534,84,Phytotoma_rutila,species,Phytotoma_rutila,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
33601,70,Piaya_cayana,species,Piaya_cayana,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
103948,11,Piaya_melanogaster,species,Piaya_melanogaster,species,Cuculiformes,Cuculidae (Cuckoos),,Least Concern
N/A,N/A,N/A,N/A,Pica_asirensis,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",,Endangered
N/A,N/A,N/A,N/A,Pica_bottanensis,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",,NoBLIname
158052,64,Pica_hudsonia,species,Pica_hudsonia,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",,Least Concern
1924284,1,Pica_pica_mauritanica,subspecies,Pica_mauritanica,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",split,Least Concern
114087,43,Pica_nutalli,species,Pica_nuttalli,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",spelling,Vulnerable
34924,1516,Pica_pica,species,Pica_pica,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",,Least Concern
301989,35,Pica_pica_jankowskii,subspecies,Pica_serica,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",split,NoBLIname
206545,34,Pica_pica_sericea,subspecies,Pica_serica,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",split,NoBLIname
175131,53,Picathartes_gymnocephalus,species,Picathartes_gymnocephalus,species,Passeriformes,Picathartidae (Rockfowl),,Vulnerable
409289,6,Picathartes_oreas,species,Picathartes_oreas,species,Passeriformes,Picathartidae (Rockfowl),,Vulnerable
165739,16,Picoides_arcticus,species,Picoides_arcticus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
279969,10,Picoides_dorsalis,species,Picoides_dorsalis,species,Piciformes,Picidae (Woodpeckers),,NoBLIname
165751,83,Picoides_tridactylus,species,Picoides_tridactylus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
2039151,3,Piculus_aurulentus,species,Piculus_aurulentus,species,Piciformes,Picidae (Woodpeckers),,Near Threatened
2039152,6,Piculus_callopterus,species,Piculus_callopterus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
315379,37,Piculus_chrysochloros,species,Piculus_chrysochloros,species,Piciformes,Picidae (Woodpeckers),,Least Concern
315380,35,Piculus_flavigula,species,Piculus_flavigula,species,Piciformes,Picidae (Woodpeckers),,Least Concern
315381,16,Piculus_leucolaemus,species,Piculus_leucolaemus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
2039153,4,Piculus_litae,species,Piculus_litae,species,Piciformes,Picidae (Woodpeckers),,Least Concern
N/A,N/A,N/A,N/A,Piculus_simplex,species,Piciformes,Picidae (Woodpeckers),,Least Concern
1892893,12,Picumnus_albosquamatus,species,Picumnus_albosquamatus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
56081,25,Picumnus_aurifrons,species,Picumnus_aurifrons,species,Piciformes,Picidae (Woodpeckers),,Least Concern
2039154,5,Picumnus_castelnau,species,Picumnus_castelnau,species,Piciformes,Picidae (Woodpeckers),,Least Concern
N/A,N/A,N/A,N/A,Picumnus_cinnamomeus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
137535,26,Picumnus_cirratus,species,Picumnus_cirratus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
2039155,6,Picumnus_dorbignyanus,species,Picumnus_dorbignyanus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
381871,47,Picumnus_exilis,species,Picumnus_exilis,species,Piciformes,Picidae (Woodpeckers),,Least Concern
N/A,N/A,N/A,N/A,Picumnus_fulvescens,species,Piciformes,Picidae (Woodpeckers),,Near Threatened
N/A,N/A,N/A,N/A,Picumnus_fuscus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
N/A,N/A,N/A,N/A,Picumnus_granadensis,species,Piciformes,Picidae (Woodpeckers),,Least Concern
345731,12,Picumnus_innominatus,species,Picumnus_innominatus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
1109087,12,Picumnus_lafresnayi,species,Picumnus_lafresnayi,species,Piciformes,Picidae (Woodpeckers),,Least Concern
N/A,N/A,N/A,N/A,Picumnus_limae,species,Piciformes,Picidae (Woodpeckers),,Least Concern
2039156,6,Picumnus_minutissimus,species,Picumnus_minutissimus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
381872,10,Picumnus_nebulosus,species,Picumnus_nebulosus,species,Piciformes,Picidae (Woodpeckers),,Near Threatened
2039157,6,Picumnus_olivaceus,species,Picumnus_olivaceus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
2039158,4,Picumnus_pumilus,species,Picumnus_pumilus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
1109088,7,Picumnus_pygmaeus,species,Picumnus_pygmaeus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
345730,9,Picumnus_rufiventris,species,Picumnus_rufiventris,species,Piciformes,Picidae (Woodpeckers),,Least Concern
2039159,6,Picumnus_sclateri,species,Picumnus_sclateri,species,Piciformes,Picidae (Woodpeckers),,Least Concern
381873,13,Picumnus_spilogaster,species,Picumnus_spilogaster,species,Piciformes,Picidae (Woodpeckers),,Vulnerable
2039171,6,Picumnus_squamulatus,species,Picumnus_squamulatus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
2039160,6,Picumnus_steindachneri,species,Picumnus_steindachneri,species,Piciformes,Picidae (Woodpeckers),,Endangered
2039162,6,Picumnus_subtilis,species,Picumnus_subtilis,species,Piciformes,Picidae (Woodpeckers),,Least Concern
345729,19,Picumnus_temminckii,species,Picumnus_temminckii,species,Piciformes,Picidae (Woodpeckers),,Least Concern
2039163,6,Picumnus_varzeae,species,Picumnus_varzeae,species,Piciformes,Picidae (Woodpeckers),,Endangered
187860,20,Picus_awokera,species,Picus_awokera,species,Piciformes,Picidae (Woodpeckers),,Least Concern
301969,59,Picus_canus,species,Picus_canus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
367952,21,Picus_chlorolophus,species,Picus_chlorolophus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
535305,9,Picus_erythropygius,species,Picus_erythropygius,species,Piciformes,Picidae (Woodpeckers),,Least Concern
535306,10,Picus_puniceus,species,Picus_puniceus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
535304,20,Picus_rabieri,species,Picus_rabieri,species,Piciformes,Picidae (Woodpeckers),,Near Threatened
2039165,44,Picus_sharpei,species,Picus_sharpei,species,Piciformes,Picidae (Woodpeckers),,Least Concern
1464037,4,Picus_squamatus,species,Picus_squamatus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
752243,21,Picus_vaillantii,species,Picus_vaillantii,species,Piciformes,Picidae (Woodpeckers),,Least Concern
535307,17,Picus_viridanus,species,Picus_viridanus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
100825,70,Picus_viridis,species,Picus_viridis,species,Piciformes,Picidae (Woodpeckers),,Least Concern
535309,14,Picus_vittatus,species,Picus_vittatus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
535310,17,Picus_xanthopygaeus,species,Picus_xanthopygaeus,species,Piciformes,Picidae (Woodpeckers),,Least Concern
1226242,6,Piezorhina_cinerea,species,Piezorina_cinerea,species,Passeriformes,Thraupidae (Tanagers and Allies),spelling,Least Concern
1118822,3,Pilherodius_pileatus,species,Pilherodius_pileatus,species,Pelecaniformes,"Ardeidae (Herons, Egrets, and Bitterns)",,Least Concern
693032,11,Cercomela_sordida,species,Pinarochroa_sordida,species,Passeriformes,Muscicapidae (Old World Flycatchers),taxonomy,Least Concern
1365197,4,Pinarocorys_erythropygia,species,Pinarocorys_erythropygia,species,Passeriformes,Alaudidae (Larks),,Least Concern
1365198,0,Pinarocorys_nigricans,species,Pinarocorys_nigricans,species,Passeriformes,Alaudidae (Larks),,Least Concern
93070,51,Pinaroloxias_inornata,species,Pinaroloxias_inornata,species,Passeriformes,Thraupidae (Tanagers and Allies),,Vulnerable
N/A,N/A,N/A,N/A,Pinarornis_plumosus,species,Passeriformes,Muscicapidae (Old World Flycatchers),,Least Concern
94623,45,Pinguinus_impennis,species,Pinguinus_impennis,species,Charadriiformes,"Alcidae (Auks, Murres, and Puffins)",,Extinct
175947,267,Pinicola_enucleator,species,Pinicola_enucleator,species,Passeriformes,"Fringillidae (Finches, Euphonias, and Allies)",,Least Concern
345186,12,Pionites_leucogaster,species,Pionites_leucogaster,species,Psittaciformes,Psittacidae (New World and African Parrots),,Endangered
309866,13,Pionites_melanocephalus,species,Pionites_melanocephalus,species,Psittaciformes,Psittacidae (New World and African Parrots),,Least Concern
285233,24,Pionopsitta_pileata,species,Pionopsitta_pileata,species,Psittaciformes,Psittacidae (New World and African Parrots),,Least Concern
458126,4,Pionus_cyanescens,species,Pionus_chalcopterus,species,Psittaciformes,Psittacidae (New World and African Parrots),taxonomy,Least Concern
151768,14,Pionus_chalcopterus,species,Pionus_chalcopterus,species,Psittaciformes,Psittacidae (New World and African Parrots),,Least Concern
2108515,1,Pionus_chalcopterus_chalcopterus,subspecies,Pionus_chalcopterus,species,Psittaciformes,Psittacidae (New World and African Parrots),split,Least Concern
303320,12,Pionus_fuscus,species,Pionus_fuscus,species,Psittaciformes,Psittacidae (New World and African Parrots),,Least Concern
303305,14,Pionus_maximiliani,species,Pionus_maximiliani,species,Psittaciformes,Psittacidae (New World and African Parrots),,Least Concern
13214,45,Pionus_menstruus,species,Pionus_menstruus,species,Psittaciformes,Psittacidae (New World and African Parrots),,Least Concern
30456,11,Pionus_senilis,species,Pionus_senilis,species,Psittaciformes,Psittacidae (New World and African Parrots),,Least Concern
458106,3,Pionus_sordidus,species,Pionus_sordidus,species,Psittaciformes,Psittacidae (New World and African Parrots),,Least Concern
458107,2,Pionus_tumultuosus,species,Pionus_tumultuosus,species,Psittaciformes,Psittacidae (New World and African Parrots),,Least Concern
211677,13,Pipile_cujubi,species,Pipile_cujubi,species,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",,Least Concern
211678,13,Pipile_cumanensis,species,Pipile_cumanensis,species,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",,Least Concern
125073,15,Pipile_jacutinga,species,Pipile_jacutinga,species,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",,Endangered
211679,15,Pipile_pipile,species,Pipile_pipile,species,Galliformes,"Cracidae (Guans, Chachalacas, and Curassows)",,Critically Endangered
40202,17,Pipilo_chlorurus,species,Pipilo_chlorurus,species,Passeriformes,Passerellidae (New World Sparrows),,Least Concern
161625,10,Pipilo_erythrophthalmus,species,Pipilo_erythrophthalmus,species,Passeriformes,Passerellidae (New World Sparrows),,Least Concern
95650,33,Pipilo_maculatus,species,Pipilo_maculatus,species,Passeriformes,Passerellidae (New World Sparrows),,Least Concern
N/A,N/A,N/A,N/A,Pipilo_naufragus,species,Passeriformes,Passerellidae (New World Sparrows),,Extinct
95651,10,Pipilo_ocai,species,Pipilo_ocai,species,Passeriformes,Passerellidae (New World Sparrows),,Least Concern
467134,22,Pipra_aureola,species,Pipra_aureola,species,Passeriformes,Pipridae (Manakins),,Least Concern
114356,79,Pipra_fasciicauda,species,Pipra_fasciicauda,species,Passeriformes,Pipridae (Manakins),,Least Concern
649802,54287,Pipra_filicauda,species,Pipra_filicauda,species,Passeriformes,Pipridae (Manakins),,Least Concern
200163,22,Pipraeidea_bonariensis,species,Pipraeidea_bonariensis,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
62237,14,Pipraeidea_melanonota,species,Pipraeidea_melanonota,species,Passeriformes,Thraupidae (Tanagers and Allies),,Least Concern
114366,7,Pipreola_arcuata,species,Pipreola_arcuata,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
2294025,0,Pipreola_aureopectus,species,Pipreola_aureopectus,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
114367,8,Pipreola_chlorolepidota,species,Pipreola_chlorolepidota,species,Passeriformes,Cotingidae (Cotingas),,Near Threatened
N/A,N/A,N/A,N/A,Pipreola_formosa,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
369618,5,Pipreola_frontalis,species,Pipreola_frontalis,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
649803,9,Pipreola_intermedia,species,Pipreola_intermedia,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
1506488,3,Pipreola_jucunda,species,Pipreola_jucunda,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
1506489,8,Pipreola_lubomirskii,species,Pipreola_lubomirskii,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
369619,5,Pipreola_pulchra,species,Pipreola_pulchra,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
1506487,8,Pipreola_riefferii,species,Pipreola_riefferii,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
649804,10,Pipreola_whitelyi,species,Pipreola_whitelyi,species,Passeriformes,Cotingidae (Cotingas),,Least Concern
114369,34,Piprites_chloris,species,Piprites_chloris,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
N/A,N/A,N/A,N/A,Piprites_griseiceps,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
377288,11,Piprites_pileata,species,Piprites_pileata,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Near Threatened
63517,7,Piranga_bidentata,species,Piranga_bidentata,species,Passeriformes,Cardinalidae (Cardinals and Allies),,Least Concern
62085,10,Piranga_erythrocephala,species,Piranga_erythrocephala,species,Passeriformes,Cardinalidae (Cardinals and Allies),,Least Concern
2269079,3,Piranga_hepatica,species,Piranga_flava,species,Passeriformes,Cardinalidae (Cardinals and Allies),taxonomy,Least Concern
63518,71,Piranga_flava,species,Piranga_flava,species,Passeriformes,Cardinalidae (Cardinals and Allies),,Least Concern
63519,11,Piranga_leucoptera,species,Piranga_leucoptera,species,Passeriformes,Cardinalidae (Cardinals and Allies),,Least Concern
63520,28,Piranga_ludoviciana,species,Piranga_ludoviciana,species,Passeriformes,Cardinalidae (Cardinals and Allies),,Least Concern
62086,16,Piranga_olivacea,species,Piranga_olivacea,species,Passeriformes,Cardinalidae (Cardinals and Allies),,Least Concern
63521,9,Piranga_roseogularis,species,Piranga_roseogularis,species,Passeriformes,Cardinalidae (Cardinals and Allies),,Least Concern
36733,65,Piranga_rubra,species,Piranga_rubra,species,Passeriformes,Cardinalidae (Cardinals and Allies),,Least Concern
63522,5,Piranga_rubriceps,species,Piranga_rubriceps,species,Passeriformes,Cardinalidae (Cardinals and Allies),,Least Concern
478649,7,Philohydor_lictor,species,Pitangus_lictor,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),taxonomy,Least Concern
371930,32,Pitangus_sulphuratus,species,Pitangus_sulphuratus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
321089,127,Pithecophaga_jefferyi,species,Pithecophaga_jefferyi,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",,Critically Endangered
265642,94,Pithys_albifrons,species,Pithys_albifrons,species,Passeriformes,Thamnophilidae (Typical Antbirds),,Least Concern
468511,5,Pithys_castaneus,species,Pithys_castaneus,species,Passeriformes,Thamnophilidae (Typical Antbirds),,Near Threatened
N/A,N/A,N/A,N/A,Pitohui_cerviniventris,species,Passeriformes,Oriolidae (Old World Orioles),,Least Concern
156166,55,Pitohui_dichrous,species,Pitohui_dichrous,species,Passeriformes,Oriolidae (Old World Orioles),,Least Concern
156167,47,Pitohui_kirhocephalus,species,Pitohui_kirhocephalus,species,Passeriformes,Oriolidae (Old World Orioles),,Least Concern
2305099,2,Pitohui_uropygialis,species,Pitohui_uropygialis,species,Passeriformes,Oriolidae (Old World Orioles),,Least Concern
397312,3,Pitta_anerythra,species,Pitta_anerythra,species,Passeriformes,Pittidae (Pittas),,Vulnerable
137536,13,Pitta_angolensis,species,Pitta_angolensis,species,Passeriformes,Pittidae (Pittas),,Least Concern
397307,8,Pitta_brachyura,species,Pitta_brachyura,species,Passeriformes,Pittidae (Pittas),,Least Concern
397311,3,Pitta_elegans,species,Pitta_elegans,species,Passeriformes,Pittidae (Pittas),,Least Concern
363774,7,Pitta_iris,species,Pitta_iris,species,Passeriformes,Pittidae (Pittas),,Least Concern
397298,3,Pitta_maxima,species,Pitta_maxima,species,Passeriformes,Pittidae (Pittas),,Least Concern
N/A,N/A,N/A,N/A,Pitta_megarhyncha,species,Passeriformes,Pittidae (Pittas),,Near Threatened
397309,6,Pitta_moluccensis,species,Pitta_moluccensis,species,Passeriformes,Pittidae (Pittas),,Least Concern
397308,40,Pitta_nympha,species,Pitta_nympha,species,Passeriformes,Pittidae (Pittas),,Vulnerable
397306,3,Pitta_reichenowi,species,Pitta_reichenowi,species,Passeriformes,Pittidae (Pittas),,Least Concern
9163,45,Pitta_sordida,species,Pitta_sordida,species,Passeriformes,Pittidae (Pittas),,Least Concern
397300,3,Pitta_steerii,species,Pitta_steerii,species,Passeriformes,Pittidae (Pittas),,Vulnerable
397299,3,Pitta_superba,species,Pitta_superba,species,Passeriformes,Pittidae (Pittas),,Endangered
182340,11,Pitta_versicolor,species,Pitta_versicolor,species,Passeriformes,Pittidae (Pittas),,Least Concern
255374,10,Pittasoma_michleri,species,Pittasoma_michleri,species,Passeriformes,Conopophagidae (Gnateaters),,Least Concern
255373,10,Pittasoma_rufopileatum,species,Pittasoma_rufopileatum,species,Passeriformes,Conopophagidae (Gnateaters),,Near Threatened
370837,14,Pityriasis_gymnocephala,species,Pityriasis_gymnocephala,species,Passeriformes,Pityriasidae (Bristlehead),,Near Threatened
371920,95,Platalea_ajaja,species,Platalea_ajaja,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),,Least Concern
33578,8,Platalea_alba,species,Platalea_alba,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),,Least Concern
757429,23,Platalea_flavipes,species,Platalea_flavipes,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),,Least Concern
257867,33,Platalea_leucorodia,species,Platalea_leucorodia,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),,Least Concern
259913,1023,Platalea_minor,species,Platalea_minor,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),,Endangered
757428,365,Platalea_regia,species,Platalea_regia,species,Pelecaniformes,Threskiornithidae (Ibises and Spoonbills),,Least Concern
504068,51,Platycercus_adscitus,species,Platycercus_adscitus,species,Psittaciformes,Psittaculidae (Old World Parrots),,Least Concern
515671,48,Platycercus_caledonicus,species,Platycercus_caledonicus,species,Psittaciformes,Psittaculidae (Old World Parrots),,Least Concern
269190,176,Platycercus_elegans,species,Platycercus_elegans,species,Psittaciformes,Psittaculidae (Old World Parrots),,Least Concern
141282,83,Platycercus_eximius,species,Platycercus_eximius,species,Psittaciformes,Psittaculidae (Old World Parrots),,Least Concern
35542,30,Platycercus_icterotis,species,Platycercus_icterotis,species,Psittaciformes,Psittaculidae (Old World Parrots),,Least Concern
471715,39,Platycercus_venustus,species,Platycercus_venustus,species,Psittaciformes,Psittaculidae (Old World Parrots),,Least Concern
205797,10,Platylophus_galericulatus,species,Platylophus_galericulatus,species,Passeriformes,Platylophidae (Crested Shrikejay),,Near Threatened
1118823,3,Platyrinchus_cancrominus,species,Platyrinchus_cancrominus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
649805,42,Platyrinchus_coronatus,species,Platyrinchus_coronatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
N/A,N/A,N/A,N/A,Platyrinchus_flavigularis,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
360228,5,Platyrinchus_leucoryphus,species,Platyrinchus_leucoryphus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Vulnerable
377289,143,Platyrinchus_mystaceus,species,Platyrinchus_mystaceus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
360236,10,Platyrinchus_platyrhynchos,species,Platyrinchus_platyrhynchos,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
649806,5,Platyrinchus_saturatus,species,Platyrinchus_saturatus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),,Least Concern
257856,8,Platysmurus_leucopterus,species,Platysmurus_leucopterus,species,Passeriformes,"Corvidae (Crows, Jays, and Magpies)",,Least Concern
