GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2022_Names,eBird_Group,Clements_Order,Clements_Family,Reconciliation
1651261,Todiramphus chloris amoenus,subspecies,Todiramphus sacer amoenus,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
1651257,Todiramphus chloris chloris,subspecies,Todiramphus chloris chloris,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
1651262,Todiramphus chloris colcloughi,subspecies,Todiramphus sordidus colcloughi,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
1651259,Todiramphus chloris collaris,subspecies,Todiramphus chloris collaris,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
1651264,Todiramphus chloris colonus,subspecies,Todiramphus colonus,species,Coraciiformes,Alcedinidae (Kingfishers),split
1651266,Todiramphus chloris humii,subspecies,Todiramphus chloris humii,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
1651267,Todiramphus chloris laubmannianus,subspecies,Todiramphus chloris laubmannianus,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
1651269,Todiramphus chloris marinus,subspecies,Todiramphus sacer marinus,group (monotypic),Coraciiformes,Alcedinidae (Kingfishers),taxonomy
1651271,Todiramphus chloris nusae,subspecies,Todiramphus tristrami nusae,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
1651272,Todiramphus chloris orii,subspecies,Todiramphus albicilla orii,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
1651273,Todiramphus chloris ornatus,subspecies,Todiramphus sacer ornatus,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
1651818,Todiramphus chloris santoensis,subspecies,Todiramphus sacer santoensis,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
1651819,Todiramphus chloris solomonis,subspecies,Todiramphus sacer solomonis,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
1651821,Todiramphus chloris teraokai,subspecies,Todiramphus chloris teraokai,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
1006542,Todiramphus cinnamominus,species,Todiramphus cinnamominus,species,Coraciiformes,Alcedinidae (Kingfishers),
1651823,Todiramphus cinnamominus cinnamominus,subspecies,Todiramphus cinnamominus,species,Coraciiformes,Alcedinidae (Kingfishers),monotypic
2502816,Todiramphus colonus,species,Todiramphus colonus,species,Coraciiformes,Alcedinidae (Kingfishers),
2231575,Todiramphus diops,species,Todiramphus diops,species,Coraciiformes,Alcedinidae (Kingfishers),
2231576,Todiramphus enigma,species,Todiramphus enigma,species,Coraciiformes,Alcedinidae (Kingfishers),
1651828,Todiramphus farquhari,species,Todiramphus farquhari,species,Coraciiformes,Alcedinidae (Kingfishers),
2231582,Todiramphus funebris,species,Todiramphus funebris,species,Coraciiformes,Alcedinidae (Kingfishers),
1330465,Todiramphus gambieri,species,Todiramphus gambieri,species,Coraciiformes,Alcedinidae (Kingfishers),
1651829,Todiramphus gertrudae,species,Todiramphus gambieri gertrudae,subspecies,Coraciiformes,Alcedinidae (Kingfishers),lump
1651842,Todiramphus godeffroyi,species,Todiramphus godeffroyi,species,Coraciiformes,Alcedinidae (Kingfishers),
2231590,Todiramphus lazuli,species,Todiramphus lazuli,species,Coraciiformes,Alcedinidae (Kingfishers),
1651856,Todiramphus leucopygius,species,Todiramphus leucopygius,species,Coraciiformes,Alcedinidae (Kingfishers),
219525,Todiramphus macleayii,species,Todiramphus macleayii,species,Coraciiformes,Alcedinidae (Kingfishers),
1651844,Todiramphus nigrocyaneus,species,Todiramphus nigrocyaneus,species,Coraciiformes,Alcedinidae (Kingfishers),
2231591,Todiramphus pelewensis,species,Todiramphus pelewensis,species,Coraciiformes,Alcedinidae (Kingfishers),
1651846,Todiramphus pyrrhopygius,species,Todiramphus pyrrhopygius,species,Coraciiformes,Alcedinidae (Kingfishers),
1651847,Todiramphus recurvirostris,species,Todiramphus recurvirostris,species,Coraciiformes,Alcedinidae (Kingfishers),
2231592,Todiramphus reichenbachii,species,Todiramphus reichenbachii,species,Coraciiformes,Alcedinidae (Kingfishers),
1651849,Todiramphus ruficollaris,species,Todiramphus ruficollaris,species,Coraciiformes,Alcedinidae (Kingfishers),
2231594,Todiramphus sacer,species,Todiramphus sacer,species,Coraciiformes,Alcedinidae (Kingfishers),
2502815,Todiramphus sacer manuae,subspecies,Todiramphus sacer manuae,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
2502814,Todiramphus sacer pealei,subspecies,Todiramphus sacer pealei,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
342380,Todiramphus sanctus,species,Todiramphus sanctus,species,Coraciiformes,Alcedinidae (Kingfishers),
498248,Todiramphus sanctus canacorum,subspecies,Todiramphus sanctus canacorum,group (monotypic),Coraciiformes,Alcedinidae (Kingfishers),
1651265,Todiramphus sanctus eximius,subspecies,Todiramphus sacer eximius,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
498252,Todiramphus sanctus sanctus,subspecies,Todiramphus sanctus sanctus,group (monotypic),Coraciiformes,Alcedinidae (Kingfishers),
497867,Todiramphus sanctus vagans,subspecies,Todiramphus sanctus vagans,group (monotypic),Coraciiformes,Alcedinidae (Kingfishers),
1651822,Todiramphus sanctus vitiensis,subspecies,Todiramphus sacer vitiensis,subspecies,Coraciiformes,Alcedinidae (Kingfishers),taxonomy
1651851,Todiramphus saurophagus,species,Todiramphus saurophagus,species,Coraciiformes,Alcedinidae (Kingfishers),
1651852,Todiramphus saurophagus saurophagus,subspecies,Todiramphus saurophagus saurophagus,group (monotypic),Coraciiformes,Alcedinidae (Kingfishers),
2231595,Todiramphus sordidus,species,Todiramphus sordidus,species,Coraciiformes,Alcedinidae (Kingfishers),
2231604,Todiramphus tristrami,species,Todiramphus tristrami,species,Coraciiformes,Alcedinidae (Kingfishers),
1651830,Todiramphus tutus,species,Todiramphus tutus,species,Coraciiformes,Alcedinidae (Kingfishers),
1651833,Todiramphus tutus atiu,subspecies,Todiramphus tutus atiu,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
1651832,Todiramphus tutus mauke,subspecies,Todiramphus tutus mauke,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
1651831,Todiramphus tutus tutus,subspecies,Todiramphus tutus tutus,subspecies,Coraciiformes,Alcedinidae (Kingfishers),
1651853,Todiramphus veneratus,species,Todiramphus veneratus,species,Coraciiformes,Alcedinidae (Kingfishers),
1651854,Todiramphus veneratus veneratus,subspecies,Todiramphus veneratus veneratus,group (monotypic),Coraciiformes,Alcedinidae (Kingfishers),
1651855,Todiramphus veneratus youngi,subspecies,Todiramphus veneratus youngi,group (monotypic),Coraciiformes,Alcedinidae (Kingfishers),
1651858,Todiramphus winchelli,species,Todiramphus winchelli,species,Coraciiformes,Alcedinidae (Kingfishers),
2767991,Todirostrum chrysocrotaphum,species,Todirostrum chrysocrotaphum,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
196049,Todirostrum cinereum,species,Todirostrum cinereum,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
360207,Todirostrum latirostre,species,Poecilotriccus latirostris,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),taxonomy
360208,Todirostrum maculatum,species,Todirostrum maculatum,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2767992,Todirostrum nigriceps,species,Todirostrum nigriceps,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
649809,Todirostrum pictum,species,Todirostrum pictum,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2765853,Todirostrum poliocephalum,species,Todirostrum poliocephalum,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2767993,Todirostrum viridanum,species,Todirostrum viridanum,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
176936,Todus angustirostris,species,Todus angustirostris,species,Coraciiformes,Todidae (Todies),
135184,Todus mexicanus,species,Todus mexicanus,species,Coraciiformes,Todidae (Todies),
176935,Todus multicolor,species,Todus multicolor,species,Coraciiformes,Todidae (Todies),
176934,Todus subulatus,species,Todus subulatus,species,Coraciiformes,Todidae (Todies),
57436,Todus todus,species,Todus todus,species,Coraciiformes,Todidae (Todies),
360234,Tolmomyias assimilis,species,Tolmomyias assimilis,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
456432,Tolmomyias flaviventris,species,Tolmomyias flaviventris,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
2211542,Tolmomyias flavotectus,species,Tolmomyias flavotectus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
360238,Tolmomyias poliocephalus,species,Tolmomyias poliocephalus,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
456434,Tolmomyias sulphurescens,species,Tolmomyias sulphurescens,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
456433,Tolmomyias traylori,species,Tolmomyias traylori,species,Passeriformes,Tyrannidae (Tyrant Flycatchers),
304690,Topaza pella,species,Topaza pella,species,Caprimulgiformes,Trochilidae (Hummingbirds),
1167651,Topaza pyra,species,Topaza pyra,species,Caprimulgiformes,Trochilidae (Hummingbirds),
2029459,Torgos negevensis,species,Torgos tracheliotos negevensis,subspecies,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",lump
33606,Torgos tracheliotos,species,Torgos tracheliotos,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
1271576,Torreornis inexpectata,species,Torreornis inexpectata,species,Passeriformes,Passerellidae (New World Sparrows),
504089,Touit batavicus,species,Touit batavicus,species,Psittaciformes,Psittacidae (New World and African Parrots),
2338449,Touit costaricensis,species,Touit costaricensis,species,Psittaciformes,Psittacidae (New World and African Parrots),
2282770,Touit dilectissimus,species,Touit dilectissimus,species,Psittaciformes,Psittacidae (New World and African Parrots),
2598673,Touit huetii,species,Touit huetii,species,Psittaciformes,Psittacidae (New World and African Parrots),
2598695,Touit melanonotus,species,Touit melanonotus,species,Psittaciformes,Psittacidae (New World and African Parrots),
458125,Touit purpuratus,species,Touit purpuratus,species,Psittaciformes,Psittacidae (New World and African Parrots),
2301436,Touit stictopterus,species,Touit stictopterus,species,Psittaciformes,Psittacidae (New World and African Parrots),
2598743,Touit surdus,species,Touit surdus,species,Psittaciformes,Psittacidae (New World and African Parrots),
175137,Toxorhamphus novaeguineae,species,Toxorhamphus novaeguineae,species,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),
483554,Toxorhamphus poliopterus,species,Toxorhamphus poliopterus,species,Passeriformes,Melanocharitidae (Berrypeckers and Longbills),
99876,Toxostoma bendirei,species,Toxostoma bendirei,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
371902,Toxostoma cf. curvirostre BOLD:AAK2030,species,Toxostoma curvirostre,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),spelling
99877,Toxostoma cinereum,species,Toxostoma cinereum,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
55420,Toxostoma crissale,species,Toxostoma crissale,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
99878,Toxostoma curvirostre,species,Toxostoma curvirostre,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
99879,Toxostoma guttatum,species,Toxostoma guttatum,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
55419,Toxostoma lecontei,species,Toxostoma lecontei,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
99880,Toxostoma longirostre,species,Toxostoma longirostre,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
99881,Toxostoma ocellatum,species,Toxostoma ocellatum,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
99882,Toxostoma redivivum,species,Toxostoma redivivum,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
58210,Toxostoma rufum,species,Toxostoma rufum,species,Passeriformes,Mimidae (Mockingbirds and Thrashers),
91787,Trachyphonus darnaudii,species,Trachyphonus darnaudii,species,Piciformes,Lybiidae (African Barbets),
240740,Trachyphonus erythrocephalus,species,Trachyphonus erythrocephalus,species,Piciformes,Lybiidae (African Barbets),
1811345,Trachyphonus margaritatus,species,Trachyphonus margaritatus,species,Piciformes,Lybiidae (African Barbets),
240738,Trachyphonus purpuratus,species,Trachyphonus purpuratus,species,Piciformes,Lybiidae (African Barbets),
135185,Trachyphonus usambiro,species,Trachyphonus darnaudii usambiro,group (monotypic),Piciformes,Lybiidae (African Barbets),lump
30406,Tragopan blythii,species,Tragopan blythii,species,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",
30407,Tragopan caboti,species,Tragopan caboti,species,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",
128172,Tragopan melanocephalus,species,Tragopan melanocephalus,species,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",
9070,Tragopan satyra,species,Tragopan satyra,species,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",
9071,Tragopan temminckii,species,Tragopan temminckii,species,Galliformes,"Phasianidae (Pheasants, Grouse, and Allies)",
1860148,Traversia lyalli,species,Traversia lyalli,species,Passeriformes,Acanthisittidae (New Zealand Wrens),
665158,Tregellasia capito,species,Tregellasia capito,species,Passeriformes,Petroicidae (Australasian Robins),
1080719,Tregellasia capito capito,subspecies,Tregellasia capito capito,subspecies,Passeriformes,Petroicidae (Australasian Robins),
1080720,Tregellasia capito nana,subspecies,Tregellasia capito nana,subspecies,Passeriformes,Petroicidae (Australasian Robins),
175139,Tregellasia leucops,species,Tregellasia leucops,species,Passeriformes,Petroicidae (Australasian Robins),
1080721,Tregellasia leucops albifacies,subspecies,Tregellasia leucops albifacies,subspecies,Passeriformes,Petroicidae (Australasian Robins),
1080722,Tregellasia leucops albigularis,subspecies,Tregellasia leucops albigularis,subspecies,Passeriformes,Petroicidae (Australasian Robins),
1080730,Tregellasia leucops nigriceps,subspecies,Tregellasia leucops nigriceps,subspecies,Passeriformes,Petroicidae (Australasian Robins),
2953460,Treron affinis,species,Treron affinis,species,Columbiformes,Columbidae (Pigeons and Doves),
1464054,Treron apicauda,species,Treron apicauda,species,Columbiformes,Columbidae (Pigeons and Doves),
2953461,Treron aromaticus,species,Treron aromaticus,species,Columbiformes,Columbidae (Pigeons and Doves),
187140,Treron australis,species,Treron australis,species,Columbiformes,Columbidae (Pigeons and Doves),
2953462,Treron axillaris,species,Treron axillaris,species,Columbiformes,Columbidae (Pigeons and Doves),
1464055,Treron bicinctus,species,Treron bicinctus,species,Columbiformes,Columbidae (Pigeons and Doves),
262130,Treron calvus,species,Treron calvus,species,Columbiformes,Columbidae (Pigeons and Doves),
2953463,Treron capellei,species,Treron capellei,species,Columbiformes,Columbidae (Pigeons and Doves),
2953464,Treron chloropterus,species,Treron chloropterus,species,Columbiformes,Columbidae (Pigeons and Doves),
1464057,Treron curvirostra,species,Treron curvirostra,species,Columbiformes,Columbidae (Pigeons and Doves),
2953465,Treron floris,species,Treron floris,species,Columbiformes,Columbidae (Pigeons and Doves),
337445,Treron formosae,species,Treron formosae,species,Columbiformes,Columbidae (Pigeons and Doves),
2953466,Treron fulvicollis,species,Treron fulvicollis,species,Columbiformes,Columbidae (Pigeons and Doves),
2953467,Treron griseicauda,species,Treron griseicauda,species,Columbiformes,Columbidae (Pigeons and Doves),
2575934,Treron griveaudi,species,Treron griveaudi,species,Columbiformes,Columbidae (Pigeons and Doves),
2953468,Treron olax,species,Treron olax,species,Columbiformes,Columbidae (Pigeons and Doves),
2953469,Treron oxyurus,species,Treron oxyurus,species,Columbiformes,Columbidae (Pigeons and Doves),
1464058,Treron phayrei,species,Treron phayrei,species,Columbiformes,Columbidae (Pigeons and Doves),
1464059,Treron phoenicopterus,species,Treron phoenicopterus,species,Columbiformes,Columbidae (Pigeons and Doves),
1118849,Treron pompadora,species,Treron pompadora,species,Columbiformes,Columbidae (Pigeons and Doves),
2575936,Treron sanctithomae,species,Treron sanctithomae,species,Columbiformes,Columbidae (Pigeons and Doves),
228418,Treron sieboldii,species,Treron sieboldii,species,Columbiformes,Columbidae (Pigeons and Doves),
1464060,Treron sphenurus,species,Treron sphenurus,species,Columbiformes,Columbidae (Pigeons and Doves),
115702,Treron vernans,species,Treron vernans,species,Columbiformes,Columbidae (Pigeons and Doves),
187141,Treron waalia,species,Treron waalia,species,Columbiformes,Columbidae (Pigeons and Doves),
471255,Tribonyx mortierii,species,Tribonyx mortierii,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",
2861764,Tribonyx ventralis,species,Tribonyx ventralis,species,Gruiformes,"Rallidae (Rails, Gallinules, and Coots)",
135979,Trichastoma bicolor,species,Pellorneum bicolor,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),taxonomy
1149674,Trichastoma celebense,species,Pellorneum celebense,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),taxonomy
1149679,Trichastoma rostratum,species,Pellorneum rostratum,species,Passeriformes,Pellorneidae (Ground Babblers and Allies),taxonomy
2478810,Trichastoma rostratum macropterum,subspecies,Pellorneum rostratum macropterum,subspecies,Passeriformes,Pellorneidae (Ground Babblers and Allies),taxonomy
266385,Trichodere cockerelli,species,Trichodere cockerelli,species,Passeriformes,Meliphagidae (Honeyeaters),
1549202,Trichoglossus capistratus,species,Trichoglossus capistratus,species,Psittaciformes,Psittaculidae (Old World Parrots),
2486100,Trichoglossus capistratus capistratus,subspecies,Trichoglossus capistratus capistratus,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
1549201,Trichoglossus capistratus fortis,subspecies,Trichoglossus capistratus fortis,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
585473,Trichoglossus chlorolepidotus,species,Trichoglossus chlorolepidotus,species,Psittaciformes,Psittaculidae (Old World Parrots),
274059,Trichoglossus euteles,species,Trichoglossus euteles,species,Psittaciformes,Psittaculidae (Old World Parrots),
1549199,Trichoglossus flavoviridis,species,Saudareos flavoviridis,species,Psittaciformes,Psittaculidae (Old World Parrots),taxonomy
2486101,Trichoglossus flavoviridis flavoviridis,subspecies,Saudareos flavoviridis,species,Psittaciformes,Psittaculidae (Old World Parrots),monotypic
1549200,Trichoglossus flavoviridis meyeri,subspecies,Saudareos meyeri,species,Psittaciformes,Psittaculidae (Old World Parrots),split
1549215,Trichoglossus forsteni,species,Trichoglossus forsteni,species,Psittaciformes,Psittaculidae (Old World Parrots),
2486102,Trichoglossus forsteni forsteni,subspecies,Trichoglossus forsteni forsteni,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
1549218,Trichoglossus forsteni mitchellii,subspecies,Trichoglossus forsteni mitchellii,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
1549216,Trichoglossus forsteni stresemanni,subspecies,Trichoglossus forsteni stresemanni,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
176049,Trichoglossus haematodus,species,Trichoglossus haematodus,species,Psittaciformes,Psittaculidae (Old World Parrots),
1549221,Trichoglossus haematodus caeruleiceps,subspecies,Trichoglossus haematodus nigrogularis,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),taxonomy
1549220,Trichoglossus haematodus deplanchii,subspecies,Trichoglossus haematodus deplanchii,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
2486103,Trichoglossus haematodus djampeanus,subspecies,Trichoglossus forsteni djampeanus,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),taxonomy
2486104,Trichoglossus haematodus flavicans,subspecies,Trichoglossus haematodus flavicans,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
2486105,Trichoglossus haematodus flavotectus,subspecies,Trichoglossus capistratus flavotectus,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),taxonomy
2486106,Trichoglossus haematodus haematodus,subspecies,Trichoglossus haematodus haematodus,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
2486107,Trichoglossus haematodus masena,subspecies,Trichoglossus haematodus massena,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),spelling
1549222,Trichoglossus haematodus massena,subspecies,Trichoglossus haematodus massena,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
2486108,Trichoglossus haematodus micropteryx,subspecies,Trichoglossus haematodus micropteryx,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
2486109,Trichoglossus haematodus nesophilus,subspecies,Trichoglossus haematodus nesophilus,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
1549203,Trichoglossus haematodus nigrogularis,subspecies,Trichoglossus haematodus nigrogularis,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),
176059,Trichoglossus haematodus rosenbergii,subspecies,Trichoglossus haematodus rosenbergii,group (monotypic),Psittaciformes,Psittaculidae (Old World Parrots),
678588,Trichoglossus johnstoniae,species,Saudareos johnstoniae,species,Psittaciformes,Psittaculidae (Old World Parrots),taxonomy
1549204,Trichoglossus moluccanus,species,Trichoglossus moluccanus,species,Psittaciformes,Psittaculidae (Old World Parrots),
176060,Trichoglossus ornatus,species,Saudareos ornatus,species,Psittaciformes,Psittaculidae (Old World Parrots),taxonomy
2822443,Trichoglossus rosenbergii,species,Trichoglossus haematodus rosenbergii,subspecies,Psittaciformes,Psittaculidae (Old World Parrots),lump
2267890,Trichoglossus rubiginosus,species,Trichoglossus rubiginosus,species,Psittaciformes,Psittaculidae (Old World Parrots),
1525648,Trichoglossus rubritorquis,species,Trichoglossus rubritorquis,species,Psittaciformes,Psittaculidae (Old World Parrots),
1549219,Trichoglossus weberi,species,Trichoglossus weberi,species,Psittaciformes,Psittaculidae (Old World Parrots),
240727,Tricholaema diademata,species,Tricholaema diademata,species,Piciformes,Lybiidae (African Barbets),
240728,Tricholaema hirsuta,species,Tricholaema hirsuta,species,Piciformes,Lybiidae (African Barbets),
240730,Tricholaema lachrymosa,species,Tricholaema lacrymosa,species,Piciformes,Lybiidae (African Barbets),spelling
240729,Tricholaema leucomelas,species,Tricholaema leucomelas,species,Piciformes,Lybiidae (African Barbets),
147060,Tricholestes criniger,species,Tricholestes criniger,species,Passeriformes,Pycnonotidae (Bulbuls),
2478811,Tricholestes criniger viridis,subspecies,Tricholestes criniger viridis,subspecies,Passeriformes,Pycnonotidae (Bulbuls),
555363,Trichothraupis melanops,species,Trichothraupis melanops,species,Passeriformes,Thraupidae (Tanagers and Allies),
303326,Triclaria malachitacea,species,Triclaria malachitacea,species,Psittaciformes,Psittacidae (New World and African Parrots),
8975,Trigonoceps occipitalis,species,Trigonoceps occipitalis,species,Accipitriformes,"Accipitridae (Hawks, Eagles, and Kites)",
507598,Tringa brevipes,species,Tringa brevipes,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
371904,Tringa cf. solitaria PS-1,species,Tringa solitaria,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),spelling
272050,Tringa erythropus,species,Tringa erythropus,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
161739,Tringa flavipes,species,Tringa flavipes,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
171269,Tringa glareola,species,Tringa glareola,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
2604440,Tringa guttifer,species,Tringa guttifer,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
507599,Tringa incana,species,Tringa incana,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
161682,Tringa melanoleuca,species,Tringa melanoleuca,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
171270,Tringa nebularia,species,Tringa nebularia,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
261960,Tringa ochropus,species,Tringa ochropus,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
507600,Tringa semipalmata,species,Tringa semipalmata,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
1866262,Tringa semipalmata inornata,subspecies,Tringa semipalmata inornata,group (monotypic),Charadriiformes,Scolopacidae (Sandpipers and Allies),
1866261,Tringa semipalmata semipalmata,subspecies,Tringa semipalmata semipalmata,group (monotypic),Charadriiformes,Scolopacidae (Sandpipers and Allies),
279954,Tringa solitaria,species,Tringa solitaria,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
1385492,Tringa solitaria cinnamomea,subspecies,Tringa solitaria cinnamomea,group (monotypic),Charadriiformes,Scolopacidae (Sandpipers and Allies),
1385491,Tringa solitaria solitaria,subspecies,Tringa solitaria solitaria,group (monotypic),Charadriiformes,Scolopacidae (Sandpipers and Allies),
1219336,Tringa sp. PCE-2012,species,,,,,unidentified
322584,Tringa stagnatilis,species,Tringa stagnatilis,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
171271,Tringa totanus,species,Tringa totanus,species,Charadriiformes,Scolopacidae (Sandpipers and Allies),
1471994,Tringa totanus totanus,subspecies,Tringa totanus totanus,subspecies,Charadriiformes,Scolopacidae (Sandpipers and Allies),
520161,Trochalopteron affine,species,Trochalopteron affine,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520162,Trochalopteron affine affine,subspecies,Trochalopteron affine affine,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520163,Trochalopteron affine oustaleti,subspecies,Trochalopteron affine oustaleti,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183838,Trochalopteron austeni,species,Trochalopteron austeni,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183839,Trochalopteron austeni austeni,subspecies,Trochalopteron austeni austeni,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2074133,Trochalopteron chrysopterum,species,Trochalopteron chrysopterum,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520170,Trochalopteron elliotii,species,Trochalopteron elliotii,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520195,Trochalopteron elliotii elliotii,subspecies,Trochalopteron elliotii elliotii,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520196,Trochalopteron elliotii przewalskii,subspecies,Trochalopteron elliotii prjevalskii,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy
201310,Trochalopteron erythrocephalum,species,Trochalopteron erythrocephalum,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183841,Trochalopteron erythrocephalum nigrimentum,subspecies,Trochalopteron erythrocephalum nigrimentum,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520197,Trochalopteron erythrocephalum woodi,subspecies,Trochalopteron chrysopterum woodi,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),taxonomy
2183843,Trochalopteron formosum,species,Trochalopteron formosum,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183844,Trochalopteron formosum formosum,subspecies,Trochalopteron formosum formosum,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183845,Trochalopteron formosum greenwayi,subspecies,Trochalopteron formosum greenwayi,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
1565392,Trochalopteron henrici,species,Trochalopteron henrici,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
1464062,Trochalopteron imbricatum,species,Trochalopteron imbricatum,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520172,Trochalopteron lineatum,species,Trochalopteron lineatum,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183848,Trochalopteron lineatum gilgit,subspecies,Trochalopteron lineatum gilgit,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
520199,Trochalopteron lineatum lineatum,subspecies,Trochalopteron lineatum lineatum,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2183846,Trochalopteron lineatum setafer,subspecies,Trochalopteron lineatum setafer,subspecies,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
2485336,Trochalopteron melanostigma,species,Trochalopteron melanostigma,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
1743383,Trochalopteron milnei,species,Trochalopteron milnei,species,Passeriformes,Leiothrichidae (Laughingthrushes and Allies),
