GenBank_taxid,GenBank_name,GenBank_group,eBirdClements2023_Names,eBird_Group,reason,person,notes
463168,Philydor pyrrhodes,species,Philydor pyrrhodes,species,,,
555323,Phimosus infuscatus,species,Phimosus infuscatus,species,,,
647652,Phlegopsis borbae,species,Phlegopsis borbae,species,,,
288048,Phlegopsis erythroptera,species,Phlegopsis erythroptera,species,,,
647673,Phlegopsis erythroptera erythroptera,subspecies,Phlegopsis erythroptera erythroptera,subspecies,,,
647674,Phlegopsis erythroptera ustulata,subspecies,Phlegopsis erythroptera ustulata,subspecies,,,
255379,Phlegopsis nigromaculata,species,Phlegopsis nigromaculata,species,,,
292825,Phlegopsis nigromaculata bowmani,subspecies,Phlegopsis nigromaculata bowmani,subspecies,,,
647675,Phlegopsis nigromaculata confinis,subspecies,Phlegopsis nigromaculata confinis,subspecies,,,
647676,Phlegopsis nigromaculata nigromaculata,subspecies,Phlegopsis nigromaculata nigromaculata,subspecies,,,
647677,Phlegopsis nigromaculata paraensis,subspecies,Phlegopsis nigromaculata paraensis,subspecies,,,
329489,Phleocryptes melanops,species,Phleocryptes melanops,species,,,
1507483,Phlogophilus harterti,species,Phlogophilus harterti,species,,,
304676,Phlogophilus hemileucurus,species,Phlogophilus hemileucurus,species,,,
111818,Phodilus badius,species,Phodilus badius,species,,,
54023,Phoebastria albatrus,species,Phoebastria albatrus,species,,,
54020,Phoebastria immutabilis,species,Phoebastria immutabilis,species,,,
54022,Phoebastria irrorata,species,Phoebastria irrorata,species,,,
54021,Phoebastria nigripes,species,Phoebastria nigripes,species,,,
46544,Phoebetria fusca,species,Phoebetria fusca,species,,,
46545,Phoebetria palpebrata,species,Phoebetria palpebrata,species,,,
1118819,Phoenicircus carnifex,species,Phoenicircus carnifex,species,,,
114338,Phoenicircus nigricollis,species,Phoenicircus nigricollis,species,,,
704175,Phoeniconaias minor,species,Phoeniconaias minor,species,,,
704177,Phoenicoparrus andinus,species,Phoenicoparrus andinus,species,,,
704178,Phoenicoparrus jamesi,species,Phoenicoparrus jamesi,species,,,
117000,Phoenicopterus chilensis,species,Phoenicopterus chilensis,species,,,
435638,Phoenicopterus roseus,species,Phoenicopterus roseus,species,,,
9217,Phoenicopterus ruber,species,Phoenicopterus ruber,species,,,
1961836,Phoeniculus bollei,species,Phoeniculus bollei,species,,,
113100,Phoeniculus damarensis,species,Phoeniculus damarensis,species,,,
113189,Phoeniculus purpureus,species,Phoeniculus purpureus,species,,,
113193,Phoeniculus purpureus angolensis,subspecies,Phoeniculus purpureus angolensis,subspecies,,,
113191,Phoeniculus purpureus marwitzi,subspecies,Phoeniculus purpureus marwitzi,subspecies,,,
113190,Phoeniculus purpureus purpureus,subspecies,Phoeniculus purpureus purpureus,subspecies,,,
2292715,Phoenicurus alaschanicus,species,Phoenicurus alaschanicus,species,,,
358814,Phoenicurus auroreus,species,Phoenicurus auroreus,species,,,
860617,Phoenicurus bicolor,species,Phoenicurus bicolor,species,,,
860615,Phoenicurus coeruleocephala,species,Phoenicurus coeruleocephala,species,,,
228322,Phoenicurus erythrogastrus,species,Phoenicurus erythrogastrus,species,,,
670351,Phoenicurus erythronotus,species,Phoenicurus erythronotus,species,,,
228307,Phoenicurus frontalis,species,Phoenicurus frontalis,species,,,
248161,Phoenicurus fuliginosus,species,Phoenicurus fuliginosus,species,,,
860616,Phoenicurus hodgsoni,species,Phoenicurus hodgsoni,species,,,
358818,Phoenicurus leucocephalus,species,Phoenicurus leucocephalus,species,,,
869923,Phoenicurus moussieri,species,Phoenicurus moussieri,species,,,
358815,Phoenicurus ochruros,species,Phoenicurus ochruros,species,,,
121423,Phoenicurus phoenicurus,species,Phoenicurus phoenicurus,species,,,
358813,Phoenicurus schisticeps,species,Phoenicurus schisticeps,species,,,
208059,Pholidornis rushiae,species,Pholidornis rushiae,species,,,
108846,Phonygammus keraudrenii,species,Phonygammus keraudrenii,species,,,
1306887,Phragmacia substriata,species,Phragmacia substriata,species,,,
460211,Phrygilus atriceps,species,Phrygilus atriceps,species,,,
555327,Phrygilus gayi,species,Phrygilus gayi,species,,,
555328,Phrygilus patagonicus,species,Phrygilus patagonicus,species,,,
1073814,Phrygilus punensis,species,Phrygilus punensis,species,,,
266417,Phylidonyris niger,species,Phylidonyris niger,species,,,
266418,Phylidonyris novaehollandiae,species,Phylidonyris novaehollandiae,species,,,
182894,Phyllastrephus albigularis,species,Phyllastrephus albigularis,species,,,
2022811,Phyllastrephus baumanni,species,Phyllastrephus baumanni,species,,,
447927,Phyllastrephus cabanisi,species,Phyllastrephus cabanisi,species,,,
447929,Phyllastrephus cerviniventris,species,Phyllastrephus cerviniventris,species,,,
147051,Phyllastrephus debilis,species,Phyllastrephus debilis,species,,,
1037253,Phyllastrephus debilis debilis,subspecies,Phyllastrephus debilis debilis,subspecies,,,
1037254,Phyllastrephus debilis rabai,subspecies,Phyllastrephus debilis rabai,subspecies,,,
447930,Phyllastrephus fischeri,species,Phyllastrephus fischeri,species,,,
59968,Phyllastrephus flavostriatus,species,Phyllastrephus flavostriatus,species,,,
2022812,Phyllastrephus fulviventris,species,Phyllastrephus fulviventris,species,,,
374624,Phyllastrephus hypochloris,species,Phyllastrephus hypochloris,species,,,
147052,Phyllastrephus icterinus,species,Phyllastrephus icterinus,species,,,
447932,Phyllastrephus lorenzi,species,Phyllastrephus lorenzi,species,,,
749579,Phyllastrephus poensis,species,Phyllastrephus poensis,species,,,
147054,Phyllastrephus scandens,species,Phyllastrephus scandens,species,,,
447933,Phyllastrephus strepitans,species,Phyllastrephus strepitans,species,,,
374626,Phyllastrephus terrestris,species,Phyllastrephus terrestris,species,,,
289198,Phyllastrephus xavieri,species,Phyllastrephus xavieri,species,,,
330749,Phyllergates cucullatus,species,Phyllergates cucullatus,species,,,
3095778,Phyllergates cucullatus batjanensis,subspecies,Phyllergates cucullatus batjanensis,subspecies,,,
1200851,Phyllergates cucullatus cinereicollis,subspecies,Phyllergates cucullatus cinereicollis,subspecies,,,
1200849,Phyllergates cucullatus coronatus,subspecies,Phyllergates cucullatus coronatus,subspecies,,,
331025,Phyllergates cucullatus cucullatus,subspecies,Phyllergates cucullatus cucullatus,subspecies,,,
3095779,Phyllergates cucullatus dumasi,subspecies,Phyllergates cucullatus dumasi,subspecies,,,
3095777,Phyllergates cucullatus everetti,subspecies,Phyllergates cucullatus everetti,subspecies,,,
886689,Phyllergates cucullatus hedymeles,subspecies,Phyllergates cucullatus hedymeles,subspecies,,,
3095780,Phyllergates cucullatus malayanus,subspecies,Phyllergates cucullatus malayanus,subspecies,,,
3095781,Phyllergates cucullatus meisei,subspecies,Phyllergates cucullatus meisei,subspecies,,,
1200850,Phyllergates cucullatus philippinus,subspecies,Phyllergates cucullatus philippinus,subspecies,,,
3095782,Phyllergates cucullatus riedeli,subspecies,Phyllergates cucullatus riedeli,subspecies,,,
2614683,Phyllergates cucullatus stentor,subspecies,Phyllergates cucullatus stentor,subspecies,,,
3095783,Phyllergates cucullatus thais,subspecies,Phyllergates cucullatus thais,subspecies,,,
3095787,Phyllergates cucullatus viridicollis,subspecies,Phyllergates cucullatus viridicollis,subspecies,,,
1200323,Phyllergates heterolaemus,species,Phyllergates heterolaemus,species,,,
1306891,Phyllolais pulchella,species,Phyllolais pulchella,species,,,
456408,Phyllomyias burmeisteri,species,Phyllomyias burmeisteri,species,,,
456417,Phyllomyias cinereiceps,species,Phyllomyias cinereiceps,species,,,
456407,Phyllomyias fasciatus,species,Phyllomyias fasciatus,species,,,
456414,Phyllomyias griseiceps,species,Phyllomyias griseiceps,species,,,
456413,Phyllomyias griseocapilla,species,Phyllomyias griseocapilla,species,,,
456416,Phyllomyias nigrocapillus,species,Phyllomyias nigrocapillus,species,,,
456415,Phyllomyias plumbeiceps,species,Phyllomyias plumbeiceps,species,,,
456410,Phyllomyias reiseri,species,Phyllomyias reiseri,species,,,
456412,Phyllomyias sclateri,species,Phyllomyias sclateri,species,,,
456411,Phyllomyias urichi,species,Phyllomyias urichi,species,,,
360230,Phyllomyias uropygialis,species,Phyllomyias uropygialis,species,,,
456409,Phyllomyias virescens,species,Phyllomyias virescens,species,,,
2767964,Phyllomyias weedeni,species,Phyllomyias weedeni,species,,,
2767861,Phylloscartes beckeri,species,Phylloscartes beckeri,species,,,
2765398,Phylloscartes ceciliae,species,Phylloscartes ceciliae,species,,,
2767862,Phylloscartes flavovirens,species,Phylloscartes flavovirens,species,,,
2767863,Phylloscartes gualaquizae,species,Phylloscartes gualaquizae,species,,,
2765412,Phylloscartes kronei,species,Phylloscartes kronei,species,,,
649799,Phylloscartes nigrifrons,species,Phylloscartes nigrifrons,species,,,
649801,Phylloscartes oustaleti,species,Phylloscartes oustaleti,species,,,
2767866,Phylloscartes parkeri,species,Phylloscartes parkeri,species,,,
2767868,Phylloscartes roquettei,species,Phylloscartes roquettei,species,,,
456419,Phylloscartes superciliaris,species,Phylloscartes superciliaris,species,,,
456420,Phylloscartes sylviolus,species,Phylloscartes sylviolus,species,,,
456421,Phylloscartes ventralis,species,Phylloscartes ventralis,species,,,
1118820,Phylloscartes virescens,species,Phylloscartes virescens,species,,,
56431,Phylloscopus affinis,species,Phylloscopus affinis,species,,,
322142,Phylloscopus amoenus,species,Phylloscopus amoenus,species,,,
274621,Phylloscopus armandii,species,Phylloscopus armandii,species,,,
565570,Phylloscopus armandii armandii,subspecies,Phylloscopus armandii armandii,subspecies,,,
565571,Phylloscopus armandii perplexus,subspecies,Phylloscopus armandii perplexus,subspecies,,,
48149,Phylloscopus bonelli,species,Phylloscopus bonelli,species,,,
36273,Phylloscopus borealis,species,Phylloscopus borealis,species,,,
322143,Phylloscopus borealoides,species,Phylloscopus borealoides,species,,,
2163026,Phylloscopus budongoensis,species,Phylloscopus budongoensis,species,,,
90658,Phylloscopus burkii,species,Phylloscopus burkii,species,,,
891403,Phylloscopus calciatilis,species,Phylloscopus calciatilis,species,,,
52911,Phylloscopus canariensis,species,Phylloscopus canariensis,species,,,
274604,Phylloscopus cantator,species,Phylloscopus cantator,species,,,
287885,Phylloscopus cantator cantator,subspecies,Phylloscopus cantator cantator,subspecies,,,
274630,Phylloscopus castaniceps,species,Phylloscopus castaniceps,species,,,
298987,Phylloscopus castaniceps castaniceps,subspecies,Phylloscopus castaniceps castaniceps,subspecies,,,
163865,Phylloscopus cebuensis,species,Phylloscopus cebuensis,species,,,
1454924,Phylloscopus cebuensis cebuensis,subspecies,Phylloscopus cebuensis cebuensis,subspecies,,,
1454925,Phylloscopus cebuensis luzonensis,subspecies,Phylloscopus cebuensis luzonensis,subspecies,,,
235326,Phylloscopus chloronotus,species,Phylloscopus chloronotus,species,,,
331019,Phylloscopus chloronotus simlaensis,subspecies,Phylloscopus chloronotus simlaensis,subspecies,,,
287169,Phylloscopus claudiae,species,Phylloscopus claudiae,species,,,
48150,Phylloscopus collybita,species,Phylloscopus collybita,species,,,
216579,Phylloscopus collybita abietinus,subspecies,Phylloscopus collybita abietinus,subspecies,,,
216580,Phylloscopus collybita brevirostris,subspecies,Phylloscopus collybita brevirostris,subspecies,,,
216581,Phylloscopus collybita caucasicus,subspecies,Phylloscopus collybita caucasicus,subspecies,,,
158176,Phylloscopus collybita collybita,subspecies,Phylloscopus collybita collybita,subspecies,,,
117143,Phylloscopus collybita menzbieri,subspecies,Phylloscopus collybita menzbieri,subspecies,,,
125291,Phylloscopus coronatus,species,Phylloscopus coronatus,species,,,
287171,Phylloscopus emeiensis,species,Phylloscopus emeiensis,species,,,
474924,Phylloscopus examinandus,species,Phylloscopus examinandus,species,,,
300940,Phylloscopus forresti,species,Phylloscopus forresti,species,,,
565574,Phylloscopus fuligiventer,species,Phylloscopus fuligiventer,species,,,
1154710,Phylloscopus fuligiventer fuligiventer,subspecies,Phylloscopus fuligiventer fuligiventer,subspecies,,,
1154709,Phylloscopus fuligiventer weigoldi,subspecies,Phylloscopus fuligiventer weigoldi,subspecies,,,
56430,Phylloscopus fuscatus,species,Phylloscopus fuscatus,species,,,
298998,Phylloscopus fuscatus fuscatus,subspecies,Phylloscopus fuscatus fuscatus,subspecies,,,
565573,Phylloscopus fuscatus robustus,subspecies,Phylloscopus fuscatus robustus,subspecies,,,
287172,Phylloscopus goodsoni,species,Phylloscopus goodsoni,species,,,
287874,Phylloscopus goodsoni fokiensis,subspecies,Phylloscopus goodsoni fokiensis,subspecies,,,
287875,Phylloscopus goodsoni goodsoni,subspecies,Phylloscopus goodsoni goodsoni,subspecies,,,
274602,Phylloscopus grammiceps,species,Phylloscopus grammiceps,species,,,
163864,Phylloscopus griseolus,species,Phylloscopus griseolus,species,,,
287174,Phylloscopus hainanus,species,Phylloscopus hainanus,species,,,
2163028,Phylloscopus herberti,species,Phylloscopus herberti,species,,,
48151,Phylloscopus humei,species,Phylloscopus humei,species,,,
1689810,Phylloscopus ibericus,species,Phylloscopus ibericus,species,,,
298999,Phylloscopus ijimae,species,Phylloscopus ijimae,species,,,
56436,Phylloscopus inornatus,species,Phylloscopus inornatus,species,,,
282068,Phylloscopus kansuensis,species,Phylloscopus kansuensis,species,,,
98118,Phylloscopus laetus,species,Phylloscopus laetus,species,,,
1002881,Phylloscopus laurae,species,Phylloscopus laurae,species,,,
56432,Phylloscopus maculipennis,species,Phylloscopus maculipennis,species,,,
298978,Phylloscopus maculipennis maculipennis,subspecies,Phylloscopus maculipennis maculipennis,subspecies,,,
2163029,Phylloscopus maforensis,species,Phylloscopus maforensis,species,,,
56439,Phylloscopus magnirostris,species,Phylloscopus magnirostris,species,,,
2163030,Phylloscopus makirensis,species,Phylloscopus makirensis,species,,,
3095797,Phylloscopus misoriensis,species,Phylloscopus misoriensis,species,,,
298990,Phylloscopus montis,species,Phylloscopus montis,species,,,
298991,Phylloscopus montis montis,subspecies,Phylloscopus montis montis,subspecies,,,
2163031,Phylloscopus neglectus,species,Phylloscopus neglectus,species,,,
287168,Phylloscopus nigrorum,species,Phylloscopus nigrorum,species,,,
287869,Phylloscopus nigrorum benguetensis,subspecies,Phylloscopus nigrorum benguetensis,subspecies,,,
3095794,Phylloscopus nigrorum diuatae,subspecies,Phylloscopus nigrorum diuatae,subspecies,,,
3095795,Phylloscopus nigrorum malindangensis,subspecies,Phylloscopus nigrorum malindangensis,subspecies,,,
1454932,Phylloscopus nigrorum mindanensis,subspecies,Phylloscopus nigrorum mindanensis,subspecies,,,
48152,Phylloscopus nitidus,species,Phylloscopus nitidus,species,,,
47980,Phylloscopus occipitalis,species,Phylloscopus occipitalis,species,,,
310060,Phylloscopus ogilviegranti,species,Phylloscopus ogilviegranti,species,,,
287872,Phylloscopus ogilviegranti ogilviegranti,subspecies,Phylloscopus ogilviegranti ogilviegranti,subspecies,,,
573050,Phylloscopus olivaceus,species,Phylloscopus olivaceus,species,,,
274628,Phylloscopus omeiensis,species,Phylloscopus omeiensis,species,,,
322144,Phylloscopus orientalis,species,Phylloscopus orientalis,species,,,
56441,Phylloscopus plumbeitarsus,species,Phylloscopus plumbeitarsus,species,,,
